state,raceEthnicity,sex_gender_standardized,ageCat,los_cutoff,p,se,p.m,p.lwr,p.upr,nStrata,p.raw
NH,Hispanic,Male,50-64,60,-4.788970976449226,0.6441469345289607,0.00832101549883067,0.0023543849134466557,0.02940865724050988,NA,NA
NH,Hispanic,Male,50-64,90,-5.6652472874917486,0.7522265811296004,0.003464290990958816,7.930817162067138e-4,0.015132503782132736,NA,NA
NH,Hispanic,Male,65+,30,-6.350943506073612,0.4730924096035098,0.0017450998469649215,6.904357829365581e-4,0.004410799021633011,NA,NA
NH,Hispanic,Male,65+,60,-7.139587641555858,0.6567454745646337,7.930790618964031e-4,2.1892417549580233e-4,0.0028730239453638564,NA,NA
NH,Hispanic,Male,65+,90,-8.196387099171785,0.7755773976039668,2.756476607769866e-4,6.0281164530857486e-5,0.001260453965731371,NA,NA
NH,Other or Unknown,Female,<18,30,-7.2782626691893535,0.4915630196361383,6.903839477001536e-4,2.6343379239621997e-4,0.0018092970947522497,NA,NA
NH,Other or Unknown,Female,<18,60,-8.289676364732221,0.6842501718772078,2.5109571302349946e-4,6.567566754811524e-5,9.600063380031678e-4,NA,NA
NH,Other or Unknown,Female,<18,90,-9.4532278902551,0.7983325342908557,7.843597349427632e-5,1.640489314473089e-5,3.750223719055953e-4,NA,NA
NH,Other or Unknown,Female,18-34,30,-2.450404501008286,0.46151920654917056,0.08625868771539538,0.03491057371031393,0.21313202321232189,6,0
NH,Other or Unknown,Female,18-34,60,-3.3436998941360625,0.6425458103367495,0.035306086982757334,0.010021058593887749,0.12439002989108658,6,0
NH,Other or Unknown,Female,18-34,90,-4.318878914655323,0.7501211123650174,0.01331480220795523,0.003060768413761139,0.057921388968830596,6,0
NH,Other or Unknown,Female,35-49,30,-2.689001294554468,0.46155042108466565,0.06794876629948325,0.027498508918372862,0.1679012798594677,6,0
NH,Other or Unknown,Female,35-49,60,-3.574814021468112,0.642578012873829,0.028020636526506527,0.007952700010934724,0.09872823949992152,6,0
NH,Other or Unknown,Female,35-49,90,-4.542441865634817,0.7501605195950238,0.010647375324170354,0.0024473989616853606,0.04632125904625039,6,0
NH,Other or Unknown,Female,50-64,30,-3.9461952906917412,0.461790164411294,0.01932809985910426,0.007818305926347703,0.04778214714066846,6,0.16666666666666666
NH,Other or Unknown,Female,50-64,60,-4.839541486807955,0.642841874924149,0.007910680371480528,0.002244015443055136,0.02788700235259021,6,0.16666666666666666
NH,Other or Unknown,Female,50-64,90,-5.7959525796681755,0.7504834278514934,0.0030398333636105475,6.982920944933987e-4,0.013233125437606071,6,0
NH,Other or Unknown,Female,65+,30,-6.177187926711279,0.4634444366265601,0.0020762582434046637,8.371374099672216e-4,0.00514951099064443,NA,NA
NH,Other or Unknown,Female,65+,60,-7.005784799219086,0.6447178889385826,9.06622139658496e-4,2.562367741985377e-4,0.0032078288008811503,NA,NA
NH,Other or Unknown,Female,65+,90,-7.993788835971987,0.7530747274975437,3.375527255599665e-4,7.714774722362167e-5,0.0014769302621719916,NA,NA
NH,Other or Unknown,Male,<18,30,-6.931996646630206,0.49149706412103666,9.760500944084069e-4,3.724852229685525e-4,0.002557614981883699,NA,NA
NH,Other or Unknown,Male,<18,60,-7.838427069223387,0.6841763437939306,3.9428874205085557e-4,1.0314363133532388e-4,0.0015072536238580532,NA,NA
NH,Other or Unknown,Male,<18,90,-8.911256997350419,0.7982454775044328,1.3486220596452034e-4,2.8211259572721575e-5,6.447005512367529e-4,NA,NA
NH,Other or Unknown,Male,18-34,30,-2.104138478449139,0.46148706522500854,0.1219506921744412,0.04935893352770058,0.30130252537727664,29,0.06896551724137931
NH,Other or Unknown,Male,18-34,60,-2.8924505986272284,0.6425091655779231,0.05544018436454413,0.015736924910557563,0.1953122391981818,29,0.034482758620689655
NH,Other or Unknown,Male,18-34,90,-3.7769080217506428,0.7500705954201499,0.022893367899324165,0.005263182618604574,0.09957972803777845,29,0
NH,Other or Unknown,Male,35-49,30,-2.3427352719953207,0.4615169003706614,0.09606451595880673,0.03887935943439682,0.2373596520274821,29,0.10344827586206896
NH,Other or Unknown,Male,35-49,60,-3.123564725959278,0.6425402665129493,0.04400004044062089,0.01248883158896578,0.1550187897870915,29,0.06896551724137931
NH,Other or Unknown,Male,35-49,90,-4.000470972730137,0.7501083489381422,0.018307014753308263,0.00420846914406845,0.07963627098233876,29,0
NH,Other or Unknown,Male,50-64,30,-3.599929268132594,0.46174685712056646,0.02732565517355761,0.011054292354615018,0.06754764635408274,29,0
NH,Other or Unknown,Male,50-64,60,-4.388292191299121,0.64279508323061,0.012421925388051303,0.003524039352860444,0.04378618252973412,29,0
NH,Other or Unknown,Male,50-64,90,-5.253981686763495,0.7504205861711084,0.005226665966107779,0.001200785913172073,0.02275013124454824,29,0
NH,Other or Unknown,Male,65+,30,-5.830921904152132,0.4633905429522949,0.002935369603019094,0.0011836520302148273,0.007279499790799698,NA,NA
NH,Other or Unknown,Male,65+,60,-6.554535503710252,0.6446605901551982,0.001423643990799431,4.024067992138572e-4,0.005036600317138819,NA,NA
NH,Other or Unknown,Male,65+,90,-7.451817943067307,0.7530027989242729,5.803855446719904e-4,1.3266594126472354e-4,0.00253906448974762,NA,NA
NH,White,Female,<18,30,-7.313168498377028,0.47035186012635966,6.667012600396775e-4,2.651960473206399e-4,0.0016760829379974679,NA,NA
NH,White,Female,<18,60,-8.377733262743103,0.6555805894280015,2.299305473368903e-4,6.361586894765312e-5,8.310513944585877e-4,NA,NA
NH,White,Female,<18,90,-9.612312535419859,0.7697328305162054,6.68999368069744e-5,1.4798848845189913e-5,3.024290329333202e-4,NA,NA
NH,White,Female,18-34,30,-2.369341995543744,0.46131305076691,0.09354225725413164,0.037873676462594465,0.23103523896974038,256,0.08203125
NH,White,Female,18-34,60,-3.2566220583990435,0.642321817973793,0.038518291046230356,0.010937591210231941,0.13564766835810899,256,0.0234375
NH,White,Female,18-34,90,-4.249209560749955,0.7498445088932352,0.014275513376632435,0.003283393485471743,0.062066969148881025,256,0.00390625
NH,White,Female,35-49,30,-2.331199967901929,0.4613179718325066,0.09717906533721095,0.039345778994664286,0.24001992033490027,256,0.078125
NH,White,Female,35-49,60,-3.2086624953197083,0.6423258454202069,0.04041062654461354,0.01147484513849534,0.1423129217012123,256,0.01953125
NH,White,Female,35-49,90,-4.183581687843637,0.7498469153816262,0.015243811099456666,0.003506087148228094,0.06627723927323236,256,0.0078125
NH,White,Female,50-64,30,-3.5536452032048307,0.46134244566767163,0.02862012311345922,0.01158713577394897,0.07069145153810555,256,0.01171875
NH,White,Female,50-64,60,-4.431538142355736,0.6423617852950669,0.011896177578491233,0.0033777546107848695,0.041897371859737804,256,0.00390625
NH,White,Female,50-64,90,-5.399192777641709,0.7499125304956056,0.004520228299648598,0.0010395219562367559,0.019655634744756147,256,0.00390625
NH,White,Female,65+,30,-5.865678153898797,0.46169439931319406,0.0028350997594619293,0.001147026257904448,0.0070075036126772535,256,0.01171875
NH,White,Female,65+,60,-6.731770140274829,0.6427862239744223,0.001192420337611342,3.3828967969156044e-4,0.004203102686565991,256,0.01171875
NH,White,Female,65+,90,-7.683876375403496,0.7504563230367106,4.6018757705004726e-4,1.0571711681201135e-4,0.0020032007347284375,256,0.00390625
NH,White,Male,<18,30,-6.96690247581788,0.47030350778743385,9.425680159159156e-4,3.749640463898195e-4,0.002369385740263836,NA,NA
NH,White,Male,<18,60,-7.926483967234269,0.655528079859622,3.6105366028309135e-4,9.990454332513382e-5,0.0013048430157932792,NA,NA
NH,White,Male,<18,90,-9.070341642515178,0.7696639920704388,1.150272337390439e-4,2.5448459502063634e-5,5.199239859915179e-4,NA,NA
NH,White,Male,18-34,30,-2.0230759729845964,0.4612986603216171,0.1322480473774352,0.053546505909926746,0.32662347874881675,666,0.12612612612612611
NH,White,Male,18-34,60,-2.8053727628902094,0.6423024609187865,0.060484220696932225,0.01717565244600871,0.21299574876792127,666,0.06006006006006006
NH,White,Male,18-34,90,-3.7072386678452753,0.7498118624778719,0.024545207249695902,0.005645802594832819,0.10671063835670014,666,0.03003003003003003
NH,White,Male,35-49,30,-1.9849339453427817,0.4613042842743212,0.13738968904604557,0.0556277151259195,0.33932593875986705,666,0.0945945945945946
NH,White,Male,35-49,60,-2.757413199810874,0.6423070782062821,0.06345570346026341,0.018019298795825922,0.22346187536274345,666,0.04354354354354354
NH,White,Male,35-49,90,-3.6416107949389573,0.7498156362563279,0.02621009086257063,0.006028708700399067,0.11394958641453933,666,0.021021021021021023
NH,White,Male,50-64,30,-3.2073791806456833,0.4613152771768004,0.040462519384944676,0.016382517654124042,0.09993674412826777,666,0.08258258258258258
NH,White,Male,50-64,60,-3.9802888468469018,0.6423296808045886,0.01868024282914749,0.005304329593764779,0.06578615939818436,666,0.04054054054054054
NH,White,Male,50-64,90,-4.857221884737028,0.74986634270381,0.007772045565270474,0.0017875078180788614,0.0337926870348242,666,0.013513513513513514
NH,White,Male,65+,30,-5.519412131339649,0.46165398138105485,0.00400820354687898,0.001621769716878049,0.009906274303937637,666,0.003003003003003003
NH,White,Male,65+,60,-6.280520844765995,0.642742304833376,0.001872425097391573,5.312527753347963e-4,0.0065994492793611664,666,0.0015015015015015015
NH,White,Male,65+,90,-7.1419054824988155,0.7503976786626169,7.912429594944194e-4,1.8179008661828352e-4,0.003443891977806677,666,0.0015015015015015015
NJ,Black,Female,<18,30,-7.561724509976848,0.2134524614159816,5.199777634096771e-4,3.4221079649222435e-4,7.900886740336188e-4,NA,NA
NJ,Black,Female,<18,60,-8.22907494287697,0.2944297800585564,2.6678300566029546e-4,1.4980940460638552e-4,4.7509148238152467e-4,NA,NA
NJ,Black,Female,<18,90,-8.78607480046404,0.34596256114283136,1.5284674573026757e-4,7.758402927229762e-5,3.011203194711468e-4,NA,NA
NJ,Black,Female,18-34,30,-2.946503879733476,0.19821774278513773,0.05252301209860554,0.03561446096616246,0.07745917599402366,373,0.03485254691689008
NJ,Black,Female,18-34,60,-3.6186738858680885,0.2773769877007867,0.026818216938560888,0.015571346882472116,0.0461884745868259,373,0.024128686327077747
NJ,Black,Female,18-34,90,-4.129399288400071,0.32423266076068075,0.016092542896827548,0.00852388014183705,0.030381696196683274,373,0.01876675603217158
NJ,Black,Female,35-49,30,-3.3878178132345305,0.1982746455189247,0.03378231584592921,0.0229043374628589,0.04982658266211514,373,0.03485254691689008
NJ,Black,Female,35-49,60,-4.052072039215578,0.27743351097316155,0.01738631217033952,0.010093821965986243,0.029947412576041086,373,0.0160857908847185
NJ,Black,Female,35-49,90,-4.5750119005379375,0.3243004258789786,0.01030617652822618,0.005458239072536099,0.01945998942505239,373,0.013404825737265416
NJ,Black,Female,50-64,30,-4.417892788355305,0.19846401248640036,0.012059617695952863,0.008173360726520695,0.017793706143500794,363,0.01652892561983471
NJ,Black,Female,50-64,60,-5.11185740623262,0.2776462100532143,0.00602488187122917,0.003496356060587167,0.010382009421594757,363,0.011019283746556474
NJ,Black,Female,50-64,90,-5.64321485827217,0.3245608771789308,0.0035414647781813273,0.0018746327820134928,0.006690362451481256,363,0.005509641873278237
NJ,Black,Female,65+,30,-6.564909212615948,0.19999835453915213,0.0014089518601529418,9.52044496275529e-4,0.002085139247161741,257,0
NJ,Black,Female,65+,60,-7.293619188834022,0.2795051923490421,6.798630420469855e-4,3.9310284063198947e-4,0.001175808740527752,257,0
NJ,Black,Female,65+,90,-7.8277834140613045,0.32685850018522417,3.9850782887747245e-4,2.099976322175021e-4,7.562394299386823e-4,257,0
NJ,Black,Male,<18,30,-7.215458487417701,0.21332511961680606,7.351334670468246e-4,4.8393108929965014e-4,0.0011167317544206296,NA,NA
NJ,Black,Male,<18,60,-7.777825647368136,0.294298940234508,4.189220693405456e-4,2.3530195095447908e-4,7.458318958626726e-4,NA,NA
NJ,Black,Male,<18,90,-8.244103907559358,0.3457976148783474,2.628035120286511e-4,1.3344051250306695e-4,5.175765937874827e-4,NA,NA
NJ,Black,Male,18-34,30,-2.6002378571743288,0.19814910677510172,0.07425591381177825,0.05035773887586903,0.10949539949786091,2872,0.12778551532033428
NJ,Black,Male,18-34,60,-3.1674245903592544,0.27729489715762673,0.042111913793456565,0.024455195227633446,0.07251683197947352,2872,0.08948467966573816
NJ,Black,Male,18-34,90,-3.587428395495391,0.32412607545065,0.027669393748306112,0.014658955551711138,0.05222714181089345,2872,0.06337047353760446
NJ,Black,Male,35-49,30,-3.041551790675383,0.19819998199594313,0.047760717323448984,0.032386402599570326,0.07043345157701038,2872,0.06963788300835655
NJ,Black,Male,35-49,60,-3.600822743706744,0.2773476572606963,0.027301251271880878,0.01585272033948415,0.04701769191965895,2872,0.05153203342618384
NJ,Black,Male,35-49,90,-4.0330410076332575,0.32418991248066054,0.017720360183427424,0.009386887031708757,0.03345210866708794,2872,0.03586350974930362
NJ,Black,Male,50-64,30,-4.071626765796157,0.1983685838762114,0.01704963018024335,0.011557484469552187,0.025151657356657312,2872,0.026462395543175487
NJ,Black,Male,50-64,60,-4.660608110723786,0.277541484909219,0.009460707494395305,0.0054913594818595465,0.01629924003157744,2872,0.017409470752089137
NJ,Black,Male,50-64,90,-5.10124396536749,0.32443184169560163,0.0060891671391831,0.0032240443748252304,0.011500448547925842,2872,0.009052924791086351
NJ,Black,Male,65+,30,-6.218643190056801,0.19987910202357487,0.001991946076817616,0.0013462948284594905,0.0029472364366795786,2330,8.583690987124463e-4
NJ,Black,Male,65+,60,-6.842369893325188,0.27937890136495197,0.0010675703714244078,6.174314683558258e-4,0.0018458833997855694,2330,0
NJ,Black,Male,65+,90,-7.2858125211566245,0.3267052945967781,6.851912777046015e-4,3.611767410208242e-4,0.0012998818409942835,2330,0
NJ,Hispanic,Female,<18,30,-8.01039487932347,0.7389205502590529,3.3199359569024316e-4,7.80116373765874e-5,0.0014128628918179268,NA,NA
NJ,Hispanic,Female,<18,60,-8.748127594272912,1.0416101221308978,1.5875830695690426e-4,2.061181877837069e-5,0.0012228033003216109,NA,NA
NJ,Hispanic,Female,<18,90,-8.85430039356318,1.0549928715841717,1.4276646228888833e-4,1.805571277889105e-5,0.0011288539535428076,NA,NA
NJ,Hispanic,Female,18-34,30,-3.156144872797634,0.19902964048534966,0.042589613380355953,0.028832968700873002,0.06290976093048908,260,0.06153846153846154
NJ,Hispanic,Female,18-34,60,-3.8526290074142704,0.2782471382839046,0.02122386532846832,0.012302123647333263,0.036615829298594686,260,0.038461538461538464
NJ,Hispanic,Female,18-34,90,-4.371234407715784,0.3252718380671464,0.0126356334138115,0.0066792104434179175,0.023903907972471067,260,0.026923076923076925
NJ,Hispanic,Female,35-49,30,-3.61546725574625,0.19933898971823394,0.026904351067149695,0.018203079492852714,0.039764925853817766,260,0.05384615384615385
NJ,Hispanic,Female,35-49,60,-4.2836168350152715,0.2785833421850049,0.013792685893842551,0.007989475608047015,0.023811097686385715,260,0.038461538461538464
NJ,Hispanic,Female,35-49,90,-4.817803091495107,0.3256875296296506,0.008084528613434963,0.004270010811476739,0.01530665981589042,260,0.026923076923076925
NJ,Hispanic,Female,50-64,30,-5.075466550418913,0.20180991294907671,0.006248170672860487,0.004206994795319426,0.009279696946767838,258,0.011627906976744186
NJ,Hispanic,Female,50-64,60,-5.799040833238108,0.2813252512146542,0.0030304600683792758,0.0017459993504954786,0.00525984630145205,258,0.011627906976744186
NJ,Hispanic,Female,50-64,90,-6.350301174094223,0.3294063192470094,0.001746221140486646,9.156048286926578e-4,0.0033303540740784376,258,0.003875968992248062
NJ,Hispanic,Female,65+,30,-7.422693811050833,0.22406449270747597,5.975373228725348e-4,3.851598377014934e-4,9.270199467224758e-4,88,0.011363636363636364
NJ,Hispanic,Female,65+,60,-8.14965749834474,0.30912181546393713,2.8883426890413655e-4,1.5758822095141253e-4,5.293875036453945e-4,88,0.011363636363636364
NJ,Hispanic,Female,65+,90,-8.88144098577426,0.37973705003768826,1.389438051915043e-4,6.600949732388101e-5,2.9246368755652335e-4,88,0
NJ,Hispanic,Male,<18,30,-7.664128856764323,0.7388819840860426,4.693654617780682e-4,1.1029952541391184e-4,0.0019973244298506546,NA,NA
NJ,Hispanic,Male,<18,60,-8.296878298764078,1.041572891581235,2.4929383455584163e-4,3.236853809018044e-5,0.0019199945259933996,NA,NA
NJ,Hispanic,Male,<18,90,-8.3123295006585,1.0549424322892709,2.454715506710066e-4,3.10479220754894e-5,0.0019407508831773815,NA,NA
NJ,Hispanic,Male,18-34,30,-2.8098788502384866,0.1989300283329192,0.06021228665468394,0.040771395211451004,0.08892311497761968,1972,0.11156186612576065
NJ,Hispanic,Male,18-34,60,-3.4013797119054363,0.2781398276187493,0.033327256212595587,0.019321752277751403,0.0574847452080703,1972,0.07809330628803246
NJ,Hispanic,Male,18-34,90,-3.829263514811104,0.32514032076229477,0.021725610329423273,0.011487143409104571,0.0410896014244795,1972,0.05070993914807302
NJ,Hispanic,Male,35-49,30,-3.2692012331871028,0.19923466534823087,0.03803679747561798,0.02574038803529434,0.05620730970400985,1972,0.08620689655172414
NJ,Hispanic,Male,35-49,60,-3.8323675395064374,0.2784723199913292,0.021658278053025948,0.012548385621938269,0.03738178139840505,1972,0.05628803245436106
NJ,Hispanic,Male,35-49,90,-4.275832198590427,0.32554906351806306,0.013900475947693627,0.0073438163095967375,0.026311010982111464,1972,0.04107505070993915
NJ,Hispanic,Male,50-64,30,-4.729200527859765,0.20168958891625755,0.00883353037891608,0.005949162306306568,0.013116343938459058,1972,0.02231237322515213
NJ,Hispanic,Male,50-64,60,-5.3477915377292735,0.2811967331807679,0.004758648699369825,0.002742385800511855,0.008257312825856806,1972,0.016227180527383367
NJ,Hispanic,Male,50-64,90,-5.8083302811895425,0.3292518426508509,0.003002439118386086,0.001574760574219677,0.005724451581524982,1972,0.011156186612576065
NJ,Hispanic,Male,65+,30,-7.076427788491686,0.22394334205908592,8.447855173127376e-4,5.446600749911886e-4,0.0013102898542231044,1954,0
NJ,Hispanic,Male,65+,60,-7.698408202835905,0.30899270405709306,4.535485659077437e-4,2.475191081538958e-4,8.31072409605938e-4,1954,0
NJ,Hispanic,Male,65+,90,-8.339470092869579,0.3795933485402134,2.3889890363378e-4,1.1352818966601605e-4,5.027181911851317e-4,1954,0
NJ,Other or Unknown,Female,<18,30,-8.003746951607427,0.26079298390140765,3.342080176195258e-4,2.0046080683160122e-4,5.571912076309444e-4,NA,NA
NJ,Other or Unknown,Female,<18,60,-8.84849692601227,0.3639453916422887,1.435974116818464e-4,7.036484460225403e-5,2.9304714247979944e-4,NA,NA
NJ,Other or Unknown,Female,<18,90,-9.596310883952894,0.42431438058523074,6.797905710649613e-5,2.9593619182761337e-5,1.5615366868612483e-4,NA,NA
NJ,Other or Unknown,Female,18-34,30,-3.17588878342636,0.19850922504174667,0.04175697468033354,0.02829812544817686,0.061616976631445136,441,0.06802721088435375
NJ,Other or Unknown,Female,18-34,60,-3.9025204554161115,0.27769813318769,0.02019095685183445,0.011716012360136497,0.0347963732079821,441,0.03854875283446712
NJ,Other or Unknown,Female,18-34,90,-4.461961908353117,0.3246199406847448,0.011539701228063918,0.006107698216471165,0.02180276426786493,441,0.02040816326530612
NJ,Other or Unknown,Female,35-49,30,-3.4144855769725417,0.1985730586517795,0.032893323432985844,0.02228856259443758,0.04854376417871991,440,0.05909090909090909
NJ,Other or Unknown,Female,35-49,60,-4.133634582748161,0.27776537829753056,0.016024530369053235,0.00929717470291605,0.027619742744875903,440,0.031818181818181815
NJ,Other or Unknown,Female,35-49,90,-4.685524859332611,0.3246979049822425,0.009227889996786892,0.004883363479384554,0.01743756207218297,440,0.020454545454545454
NJ,Other or Unknown,Female,50-64,30,-4.671679573109814,0.1990892838386699,0.009356541327158727,0.00633359420454059,0.013822304173524057,440,0.00909090909090909
NJ,Other or Unknown,Female,50-64,60,-5.398362048088004,0.2783444774891655,0.004523984947049573,0.0026217658511153087,0.007806356846254838,440,0.006818181818181818
NJ,Other or Unknown,Female,50-64,90,-5.939035573365969,0.3254112081712888,0.002634569274953833,0.001392256006105853,0.004985401559835717,440,0.0022727272727272726
NJ,Other or Unknown,Female,65+,30,-6.902672209129353,0.2028743620744796,0.001005096010569246,6.753370541884022e-4,0.0014958722969469827,434,0
NJ,Other or Unknown,Female,65+,60,-7.564605360499135,0.2826407040128527,5.184819408535001e-4,2.979541444662228e-4,9.022311922285991e-4,434,0
NJ,Other or Unknown,Female,65+,90,-8.136871829669781,0.331335228576177,2.9255091745586414e-4,1.528158517965871e-4,5.600599564644065e-4,434,0
NJ,Other or Unknown,Male,<18,30,-7.65748092904828,0.2606678763368452,4.7249616425215743e-4,2.8347671318955197e-4,7.875519040737555e-4,NA,NA
NJ,Other or Unknown,Male,<18,60,-8.397247630503436,0.3638051325399099,2.2548709467013172e-4,1.1052237291602e-4,4.600374432913316e-4,NA,NA
NJ,Other or Unknown,Male,<18,90,-9.054339991048213,0.4241563737359481,1.1688266483285465e-4,5.089880014966446e-5,2.6840627476990724e-4,NA,NA
NJ,Other or Unknown,Male,18-34,30,-2.8296227608672124,0.1984334783217066,0.059035119826758305,0.04001322591261505,0.08709983495384567,2051,0.07947342759629449
NJ,Other or Unknown,Male,18-34,60,-3.4512711599072774,0.2776114502641006,0.03170530823506274,0.018400460194287607,0.05463051247992202,2051,0.056557776694295465
NJ,Other or Unknown,Male,18-34,90,-3.9199910154484368,0.3245107849498315,0.0198412730085099,0.010503776009175495,0.03747948492564299,2051,0.040468064358849344
NJ,Other or Unknown,Male,35-49,30,-3.0682195544133943,0.19849412405054948,0.046503878818625305,0.03151596964706212,0.06861952113153477,2054,0.0691333982473223
NJ,Other or Unknown,Male,35-49,60,-3.682385287239327,0.2776761630279123,0.025162882492455834,0.014601652581797919,0.04336294482985003,2054,0.05258033106134372
NJ,Other or Unknown,Male,35-49,90,-4.143553966427931,0.32458494766065255,0.015866362664006758,0.008398276491514981,0.029975372261216816,2054,0.04089581304771178
NJ,Other or Unknown,Male,50-64,30,-4.325413550550667,0.19898780512651104,0.013228078486082973,0.008956081484605104,0.019537792363184,2054,0.03261927945472249
NJ,Other or Unknown,Male,50-64,60,-4.94711275257917,0.2782345156332125,0.007103890035996932,0.004117774701736871,0.012255467406279008,2054,0.02044790652385589
NJ,Other or Unknown,Male,50-64,90,-5.397064680461289,0.3252738290018764,0.004529858027612138,0.002394478851302384,0.008569553136441893,2054,0.01557935735150925
NJ,Other or Unknown,Male,65+,30,-6.5564061865702055,0.20275023003834294,0.0014209832938231965,9.550094375294632e-4,0.0021143178716098564,1991,0.0035158211953792064
NJ,Other or Unknown,Male,65+,60,-7.113356064990301,0.28250812805685316,8.141580346936485e-4,4.6799084634885016e-4,0.0014163809198997012,1991,0.0015067805123053742
NJ,Other or Unknown,Male,65+,90,-7.5949009367651,0.33117915461015746,5.030097839981701e-4,2.628307807078331e-4,9.626682313101889e-4,1991,0.0010045203415369162
NJ,White,Female,<18,30,-8.038652780795102,0.21824439594050263,3.2274346355323113e-4,2.104202289198188e-4,4.950253300314946e-4,NA,NA
NJ,White,Female,<18,60,-8.93655382402315,0.30672839208404235,1.3149340969066144e-4,7.208025365864755e-5,2.398786895778602e-4,NA,NA
NJ,White,Female,<18,90,-9.755395529117653,0.3677651675326907,5.798098018065855e-5,2.8199621213661917e-5,1.1921415671644645e-4,NA,NA
NJ,White,Female,18-34,30,-3.0948262779618183,0.19812838983950565,0.0452828784109229,0.0307104962213251,0.06676997539865705,897,0.055741360089186176
NJ,White,Female,18-34,60,-3.8154426196790907,0.2772954715160633,0.022027962285955414,0.012792045367213623,0.037932254658440724,897,0.024526198439241916
NJ,White,Female,18-34,90,-4.392292554447749,0.3241461736284431,0.012372332436537693,0.006554474187384024,0.023354216607464697,897,0.012263099219620958
NJ,White,Female,35-49,30,-3.0566842503200036,0.1981266220385711,0.047043421111774474,0.03190459314262087,0.06936566970174972,897,0.056856187290969896
NJ,White,Female,35-49,60,-3.7674830565997555,0.2772887937383261,0.023110157104534696,0.01342067157769453,0.039795278373693885,897,0.03567447045707915
NJ,White,Female,35-49,90,-4.326664681541431,0.3241366204502441,0.013211538775970224,0.00699919047044017,0.024937849250727402,897,0.021181716833890748
NJ,White,Female,50-64,30,-4.279129485622905,0.19823837779948983,0.013854717569317325,0.009394136448031038,0.020433299003846446,895,0.013407821229050279
NJ,White,Female,50-64,60,-4.990358703635783,0.27741413633283135,0.0068032237134175505,0.0039498391609284955,0.011717908251212652,895,0.0067039106145251395
NJ,White,Female,50-64,90,-5.5422757713395026,0.3242929885183551,0.003917601121360915,0.0020748252426116406,0.007397056017484079,895,0.004469273743016759
NJ,White,Female,65+,30,-6.591162436316871,0.1990120531730403,0.0013724436576484354,9.291699539141893e-4,0.002027187368128533,639,0.001564945226917058
NJ,White,Female,65+,60,-7.290590701554876,0.27836591668480226,6.819251195330347e-4,3.951765729657023e-4,0.0011767445250113631,639,0.001564945226917058
NJ,White,Female,65+,90,-7.82695936910129,0.325527791294091,3.988363525859478e-4,2.107196215397865e-4,7.548914286277235e-4,639,0.001564945226917058
NJ,White,Male,<18,30,-7.692386758235955,0.21813925141577378,4.562878223345421e-4,2.9754894228542646e-4,6.997120379983818e-4,NA,NA
NJ,White,Male,<18,60,-8.485304528514316,0.3066144410030611,2.0648051084032844e-4,1.1321093589441651e-4,3.7659083921578714e-4,NA,NA
NJ,White,Male,<18,90,-9.213424636212972,0.36762777034120364,9.969204872199807e-5,4.8499269315287855e-5,2.0492070743953326e-4,NA,NA
NJ,White,Male,18-34,30,-2.748560255402671,0.19809387068508993,0.06401996728820505,0.04342078187221312,0.09439158013425118,2989,0.05654064904650385
NJ,White,Male,18-34,60,-3.3641933241702566,0.2772487450863702,0.03458990770925748,0.0200888392505475,0.05955852901268757,2989,0.031114084978253596
NJ,White,Male,18-34,90,-3.8503216615430693,0.32407825017044983,0.02127289266626645,0.011271212614455645,0.04014971395447754,2989,0.021746403479424557
NJ,White,Male,35-49,30,-2.710418227760856,0.1980937390493757,0.06650898499364356,0.045108940184636605,0.09806138354789502,2989,0.06289729006356641
NJ,White,Male,35-49,60,-3.3162337610909214,0.27724343242616895,0.036289248683795135,0.02107598783996549,0.062483883556676174,2989,0.03713616594178655
NJ,White,Male,35-49,90,-3.7846937886367513,0.32407185830372476,0.022715817553321492,0.012035881577166787,0.042872502841395994,2989,0.02576112412177986
NJ,White,Male,50-64,30,-3.932863463063758,0.19817413239525963,0.019587504078827776,0.013282902125980853,0.028884524812363872,2984,0.022453083109919572
NJ,White,Male,50-64,60,-4.539109408126949,0.2773379046286861,0.01068291643674105,0.0062032513521670316,0.01839756236131299,2984,0.015080428954423592
NJ,White,Male,50-64,90,-5.000304878434822,0.32419376873748373,0.006735893057467637,0.00356813228637971,0.012715967806136527,2984,0.010053619302949061
NJ,White,Male,65+,30,-6.244896413757724,0.19891726172436194,0.0019403315590990188,0.001313884736086261,0.0028654618292090817,2984,0.003686327077747989
NJ,White,Male,65+,60,-6.839341406046042,0.2782626078625636,0.0010708083953962055,6.206606419432346e-4,0.0018474356873363124,2984,0.0023458445040214475
NJ,White,Male,65+,90,-7.2849884761966095,0.3254001460074277,6.857561388271567e-4,3.6240034096789956e-4,0.0012976297999145237,2984,0.001675603217158177
NM,Black,Female,<18,30,-7.238878571077865,0.20498514195817752,7.181166254785897e-4,4.805198272191552e-4,0.0010731950245906519,NA,NA
NM,Black,Female,<18,60,-7.779657633608467,0.2807723574035023,4.1815531243224286e-4,2.4118136829401443e-4,7.249891090349463e-4,NA,NA
NM,Black,Female,<18,90,-8.285726629953265,0.32853189661525095,2.520894356726566e-4,1.3240603749418327e-4,4.7995608644772086e-4,NA,NA
NM,Black,Female,18-34,30,-2.6236579408344927,0.18912218263164307,0.07253704073976906,0.050070132443845276,0.10508504816087594,123,0.12195121951219512
