Gender,Age.Group,Race,n,p.lwr,p.upr,p,health_outcome,se,pred,pred.upr,pred.lwr,pred.se
Men,55-64,Other,16,5.585956347653342e-59,0.9999817146408252,0.07521569393483521,hbv,0.07304442474980424,0.12102626656511256,0.26121194854346114,0.050892046482850194,0.48116622914337354
Women,55-64,Other,26,6.689260932865674e-5,0.14397726949501277,0.019440282270275156,hbv,0.01816667086349698,0.006178952777377499,0.04702395836204801,7.827734431257418e-4,1.0568948363421493
Men,65 and over,Other,20,2.687979571568797e-8,0.7510006063535701,0.07468288269459047,hbv,0.07225066654318804,0.06885323528118742,0.2323598245426483,0.017743287423424244,0.7190977690551286
Women,65 and over,Other,22,1.6451391762076753e-10,0.7020402473698513,0.05157208126157984,hbv,0.05754907194989749,0.0145438446532676,0.12936105415839064,0.001463801536903603,1.1782444981158013
Men,18-24,NH Black,35,NA,NA,0,hcv,0,2.056896846941241e-9,4.609257896496153e-9,9.178971383209658e-10,0.41167511953556335
Women,18-24,NH Black,58,NA,NA,0,hcv,0,2.3141375625237218e-9,4.517245788600938e-9,1.1855083613211457e-9,0.3412641262060352
Men,25-34,NH Black,24,NA,NA,0,hcv,0,0.018350335749430267,0.10733552067502426,0.0028977403731743154,0.9496784017921454
Women,25-34,NH Black,90,NA,NA,0,hcv,0,0.01943995222533372,0.07088499527564761,0.005125373413725556,0.6875737557238225
Men,35-44,NH Black,26,6.713553321899317e-6,0.23251013464087822,0.024320770255692778,hcv,0.023952654225404088,0.01701758214382216,0.05675228541609042,0.00495665415573611,0.6355786032446993
Women,35-44,NH Black,52,NA,NA,0,hcv,0,0.00815695103606336,0.05298440140302765,0.0012074084619982284,0.9782712508756797
Men,45-54,NH Black,31,0.007816040140705213,0.33957789134908745,0.0953965666728805,hcv,0.0529505101298139,0.045952385102787915,0.13920017224585682,0.014143346647582128,0.6179495299938517
Women,45-54,NH Black,45,6.058031764160305e-5,0.05799693269784456,0.00841794910534034,hcv,0.008432370463874208,0.03474846924604057,0.14191796857287417,0.0077748498393655835,0.7779748579026973
Men,55-64,NH Black,54,0.018949495137764356,0.3018805616458372,0.10742645122953003,hcv,0.05369947054782298,0.20415030976764328,0.38585147321727514,0.09480542262767293,0.4570336600104809
Women,55-64,NH Black,57,5.268703816177754e-4,0.3558788475179926,0.062003210248806666,hcv,0.056883110459758114,0.05200116739293185,0.1397222858995447,0.01818910865935284,0.5538309025492321
Men,65 and over,NH Black,42,0.0011137026079843992,0.23944933168426752,0.04721012948411703,hcv,0.02956349203781338,0.006892599426852017,0.040035116959290754,0.001153683177034648,0.9149406979707915
Women,65 and over,NH Black,57,0.044221978556560196,0.3011256529400461,0.13848061969079076,hcv,0.04293441169400366,0.03321416028789106,0.09098678262497883,0.011654315023498405,0.5455994734429136
Men,18-24,Hispanic,28,NA,NA,0,hcv,0,1.3398168012337916e-9,4.00127840705597e-9,4.4863388024311396e-10,0.5582148621068138
Women,18-24,Hispanic,40,NA,NA,0,hcv,0,1.5073776750274352e-9,3.767224459783221e-9,6.031462888255014e-10,0.46733869610513473
Men,25-34,Hispanic,17,NA,NA,0,hcv,0,0.012029959747392958,0.07793414047213092,0.0017511116031201093,0.9885383965805137
Women,25-34,Hispanic,34,NA,NA,0,hcv,0,0.012749155544120625,0.055723217434379683,0.0028180283436972375,0.7752370426394206
Men,35-44,Hispanic,16,NA,NA,0,hcv,0,0.011151029842566213,0.04543126703616705,0.002664793320390535,0.7346822108682126
Women,35-44,Hispanic,37,NA,NA,0,hcv,0,0.0053284086224146664,0.03807695587362911,7.244342796606042e-4,1.0204446768011577
Men,45-54,Hispanic,14,2.6906099782540793e-33,0.9999963554083678,0.14308249796679387,hcv,0.1012748786611953,0.030419684422871074,0.11722462271160787,0.007358101912343569,0.7361332025536309
Women,45-54,Hispanic,30,8.613004193810139e-5,0.21864097083721357,0.029924136550924837,hcv,0.02807113641568414,0.022911936303059707,0.11247823950470162,0.004320026814329968,0.8608553645994365
Men,55-64,Hispanic,32,5.913835011963651e-4,0.2434570869919367,0.04324573651159355,hcv,0.02960323888234249,0.1431684570271752,0.3247910835341955,0.05485739830257012,0.5394891898155911
Women,55-64,Hispanic,44,0.001458368743368058,0.36241551461544863,0.0737335239256761,hcv,0.06069259840350786,0.034497805005335,0.11637023026844026,0.009600968558218239,0.6655689967228772
Men,65 and over,Hispanic,31,NA,NA,0,hcv,0,0.00450050008581885,0.030936069133495493,6.398067275461912e-4,0.997287868032295
Women,65 and over,Hispanic,50,1.2461146773525738e-4,0.16561933424392927,0.024025429349726766,hcv,0.022670195897719455,0.021888414593957586,0.062047679181427465,0.007513317036977018,0.5530051961355663
Men,18-24,NH White,26,NA,NA,0,hcv,0,4.2219817882799224e-9,6.2229512253232865e-9,2.8644174706949484e-9,0.1979320216708452
Women,18-24,NH White,31,NA,NA,0,hcv,0,4.749993494536799e-9,7.665373097853628e-9,2.943423351362002e-9,0.24417282402844892
Men,25-34,NH White,24,4.0655084432706956e-8,0.6074604125153367,0.053235828210460245,hcv,0.050241061305195865,0.0369521082409133,0.23110474330110786,0.004874374638136433,1.0502217107871683
Women,25-34,NH White,50,0.003065645623106079,0.2261398639945288,0.05429673843322341,hcv,0.03565432420261702,0.03910227349580027,0.1503177305714641,0.009273629789923044,0.7497975261974907
Men,35-44,NH White,30,2.8964965065255484e-4,0.24265813723026664,0.03880835000670513,hcv,0.028724270935732082,0.03431556709478889,0.12814610275741858,0.00851794960722347,0.7243945274502147
Women,35-44,NH White,46,6.18562105814461e-5,0.17513160267268535,0.023181934809659695,hcv,0.02164143585061622,0.016600408266108004,0.107916385383742,0.002350032431606971,1.0048067807694592
Men,45-54,NH White,23,1.4400972591157974e-63,0.9625159290928755,0.02219382616635207,hcv,0.022351159924655802,0.08996996999103675,0.21589219321592945,0.03428251219160719,0.5225781275717654
Women,45-54,NH White,35,0.002745609819963612,0.34457329058046193,0.07825284943246383,hcv,0.06393069690055649,0.0688079003118074,0.2572002196449224,0.015523999158095311,0.7880631221903013
Men,55-64,NH White,33,0.012991875490512408,0.9430918138879908,0.3989838807420638,hcv,0.19023040781104975,0.34491937500798436,0.6818092949230605,0.1145591534451459,0.7161084206791831
Women,55-64,NH White,31,0.001697110659646553,0.3589687058690276,0.07488264082214062,hcv,0.053881412915474956,0.10119825877484304,0.24314588520876396,0.03796256039052699,0.534944534115386
Men,65 and over,NH White,35,NA,NA,0,hcv,0,0.014045829549853188,0.056012535817639625,0.003408626741937288,0.7279455107124111
Women,65 and over,NH White,30,NA,NA,0,hcv,0,0.06587233734047875,0.13913614069641334,0.0298488502119388,0.42317667246849
Men,18-24,Other,21,NA,NA,0,hcv,0,7.177433512410228e-10,2.0809901180823873e-9,2.475530822151824e-10,0.5431156041031048
Women,18-24,Other,17,NA,NA,0,hcv,0,8.075061479658782e-10,1.936627569171487e-9,3.3670189816227095e-10,0.44631060178650567
Men,25-34,Other,19,NA,NA,0,hcv,0,0.006480678469388397,0.04226749900263676,9.63180062381696e-4,0.975466003990485
Women,25-34,Other,27,NA,NA,0,hcv,0,0.006870424627491897,0.03101279599233953,0.0014930815412352797,0.7815366659554017
Men,35-44,Other,22,NA,NA,0,hcv,0,0.006004724561907007,0.023387548050276125,0.0015215764948266772,0.702716847017241
Women,35-44,Other,18,NA,NA,0,hcv,0,0.0028615216881899648,0.0219954849848528,3.6604244786185103e-4,1.050457583475091
Men,45-54,Other,19,NA,NA,0,hcv,0,0.01652936125779554,0.05347417619693004,0.004975212214062934,0.618557340401353
Women,45-54,Other,18,NA,NA,0,hcv,0,0.012405957955148253,0.055999153623997204,0.002653022199474805,0.7920065947632221
Men,55-64,Other,16,1.3650560581802725e-29,0.999990097261735,0.14775254463127874,hcv,0.0968167756574796,0.0821569104828685,0.2118313097602136,0.02894827598189997,0.5609662245721345
Women,55-64,Other,26,0.001636012327713138,0.22299229215604988,0.04738421277748278,hcv,0.03258136255185343,0.0187813900628495,0.05850371001705461,0.005861462979320259,0.6008011180176226
Men,65 and over,Other,20,NA,NA,0,hcv,0,0.002415977976507604,0.014255788970941962,4.0540010012955665e-4,0.9117506215833286
Women,65 and over,Other,22,NA,NA,0,hcv,0,0.01184606916817855,0.03232431891057094,0.004283860437989115,0.5228490221195662
Men,18-24,NH Black,35,0.04970546858213442,0.5778778651306726,0.24599015748569703,dep,0.09354482018892953,0.1975790327720864,0.2958591885293695,0.1260995638303383,0.27265805657200815
Women,18-24,NH Black,58,0.11034628585582448,0.422495844409682,0.24193851765899427,dep,0.06326477636216557,0.24256747980249568,0.34689338925522434,0.16184199097177793,0.25813312615373907
Men,25-34,NH Black,24,0.04212300747018511,0.6362558271901728,0.26029346120217683,dep,0.10898880807283003,0.24210814101726197,0.3540523044948598,0.15695799545138667,0.2754552352279496
Women,25-34,NH Black,90,0.07483502774606159,0.33204086431604385,0.1778142755058962,dep,0.053384918171522175,0.23533999123634744,0.2936214521324219,0.18558754861033525,0.15333962458539888
Men,35-44,NH Black,26,0.027277926440271664,0.623588914033532,0.23007290544178358,dep,0.09430415639281145,0.1588397317528736,0.2526372613149749,0.09542047581428523,0.2970924703500451
Women,35-44,NH Black,52,0.19817447940234084,0.47603343904823536,0.3259956173170343,dep,0.060774983195136176,0.2907918696866788,0.39977142779786295,0.20154516240879675,0.247516623837837
Men,45-54,NH Black,31,0.14272998596014905,0.727635996665188,0.4120599829558054,dep,0.1074015816370585,0.29805383599555824,0.4303966952352221,0.19264220345902527,0.29406139947607884
Women,45-54,NH Black,45,0.15824266988743843,0.5979986288054,0.35599668918691474,dep,0.09126366116185776,0.443816429962515,0.5601954101921903,0.33329273091276695,0.2385975099125222
Men,55-64,NH Black,54,0.10443296760182401,0.36212088625597405,0.21301265074430203,dep,0.052224218755344914,0.344826226399683,0.5408441869610816,0.19039256283430717,0.41102873578473464
Women,55-64,NH Black,57,0.17011767406413714,0.6220847011052153,0.3764615814238701,dep,0.09032441592973792,0.39222923012293914,0.5296767072930592,0.26997503996824995,0.2840857646186622
Men,65 and over,NH Black,42,0.05001971122221027,0.5780626644696303,0.24647442279754336,dep,0.0810891577343668,0.15699114156161287,0.22834070325062755,0.10490526377168125,0.23627157854602213
Women,65 and over,NH Black,57,0.17424189989544528,0.6088456048620254,0.3727977180010888,dep,0.07642336043740636,0.28443352704271974,0.4055376597927478,0.18805376536258764,0.27558225551102017
Men,18-24,Hispanic,28,4.534892941925196e-18,0.9999779628505736,0.21167210717522006,dep,0.09930825455319423,0.24041256460142452,0.33931673874092605,0.16321519335145376,0.24698332965675984
Women,18-24,Hispanic,40,0.1999316863788404,0.5810127050825642,0.37656221638652815,dep,0.07660470031182567,0.29160973347963814,0.4294634274814802,0.18375414808240548,0.3079332602218656
Men,25-34,Hispanic,17,3.094411560587669e-16,0.9999995989406721,0.2920080846473444,dep,0.12695321203132345,0.2910932166848166,0.4052497304219676,0.19836845769604272,0.25839372071592215
Women,25-34,Hispanic,34,0.028088126115409003,0.3482556272037993,0.13477197392750132,dep,0.04672663752273346,0.2834678637588413,0.37127747284138196,0.2095055615505864,0.2043833468084452
Men,35-44,Hispanic,16,0.06002054178868908,0.8983915494975,0.45058520068835034,dep,0.11706809940204871,0.19531916328181398,0.3432062446105125,0.10132547686590052,0.3912175354277845
Women,35-44,Hispanic,37,0.03975360098454824,0.7357250701368003,0.30428154085533793,dep,0.08425288271628181,0.3451413142602164,0.4666040283891543,0.24101040073247798,0.25851620911827383
Men,45-54,Hispanic,14,7.408978505785083e-7,0.9999998598085389,0.5278444025702527,dep,0.11939222257010114,0.353084824368054,0.4767640307126307,0.2463819234316447,0.2614823484735684
Women,45-54,Hispanic,30,0.23786406272669264,0.7068203726518718,0.46697596448914847,dep,0.0847654989000216,0.5063467478186434,0.6332106035612085,0.3786602820782009,0.26563084393008524
Men,55-64,Hispanic,32,0.0531049632866652,0.5295209332463242,0.23070122841792495,dep,0.07305659319717156,0.40352853973191694,0.5796838525390859,0.2491699616604953,0.36340458191094577
Women,55-64,Hispanic,44,0.17143529505695135,0.5743927682608068,0.35407391706111474,dep,0.08068477794183038,0.45341658301098425,0.5826292690190705,0.33018964327889055,0.26554152953513027
Men,65 and over,Hispanic,31,0.04281999846517365,0.621242130954643,0.25479203530001154,dep,0.06725004136921525,0.19314350584725976,0.28357601080772427,0.1264594588504577,0.25659675966215234
Women,65 and over,Hispanic,50,0.20442157778378847,0.5484834744191321,0.3637757966944392,dep,0.06533399303472907,0.33816122721432595,0.4616655475516672,0.23337358507927003,0.26421907719215276
Men,18-24,NH White,26,0.024991063218104497,0.7159615150526377,0.2663112005132759,dep,0.08428276936018865,0.29074371859366455,0.41153373602224635,0.19373505317773795,0.272528550237265
Women,18-24,NH White,31,0.06120561287951695,0.6732974271439984,0.30334800819891833,dep,0.1122186958917393,0.34775216264485376,0.46073503371017743,0.24964899508197821,0.24059147877266138
Men,25-34,NH White,24,0.01893100268805346,0.7815462826321466,0.285424943522027,dep,0.0973380679034328,0.3471849403357942,0.5038311776443969,0.21785719809428172,0.32998630642638754
Women,25-34,NH White,50,0.2578285395507678,0.5548250219705022,0.3995884852608108,dep,0.05657983064128438,0.33879244953997123,0.4180585873721235,0.2676434063496123,0.1724174107491872
Men,35-44,NH White,30,0.044836831485507975,0.35638524512162006,0.15787885952819736,dep,0.04650374599716683,0.2391825209042511,0.3876680883685667,0.13502879853918856,0.35717064255250164
Women,35-44,NH White,46,0.18638730885156654,0.6787861579361731,0.4174492587644476,dep,0.08775928624054369,0.40568769742162275,0.5255005538577925,0.29614286991194905,0.24689846087946785
Men,45-54,NH White,23,6.403789587299413e-17,0.9999999883862474,0.32886411123747183,dep,0.13928789756873944,0.41414343130119813,0.5726699211850902,0.2716082948392547,0.3263403813311534
Women,45-54,NH White,35,0.32807934560558855,0.8248312237585295,0.5941732325284061,dep,0.10964597663511463,0.5705345868333545,0.7129091274140706,0.4154475835652726,0.31915003971508293
Men,55-64,NH White,33,0.0888483545849356,0.9660510508978722,0.5804601415423463,dep,0.16488256767021717,0.46701299692553977,0.681727588275585,0.26385985724515265,0.45606064659311885
Women,55-64,NH White,31,0.20214893116362742,0.8661438124897303,0.5516294703353561,dep,0.12481718551990455,0.5179344541038793,0.6614489306224974,0.3713987998064142,0.3051021481255703
Men,65 and over,NH White,35,0.05880183365236976,0.4010338672181918,0.18842774924626263,dep,0.05888865484094557,0.2366619686781895,0.3319428270129536,0.16209457812144148,0.24064580969525762
Women,65 and over,NH White,30,0.0696183368662856,0.737767084276713,0.3472249859129459,dep,0.1094617082223206,0.3982277515269671,0.5405941998379046,0.2712193437651459,0.29367374135910523
Men,18-24,Other,21,1.2277674478283655e-6,0.998917875624085,0.3341118404127552,dep,0.08411432418973275,0.2351484440094109,0.34352218271722773,0.15299616811307726,0.27134557964108047
Women,18-24,Other,17,2.240955649789221e-14,0.996550107139812,0.1528253788134277,dep,0.06772127502521412,0.2856461553106239,0.43548276842360856,0.17168480165602834,0.33526581079516843
Men,25-34,Other,19,0.07792985352257983,0.830539318613539,0.4160859420564713,dep,0.1319205971498445,0.2851359498061274,0.4146753287419461,0.1833847288669026,0.2930949205904164
Women,25-34,Other,27,5.883988015798703e-17,0.9999999994535909,0.36333703248111604,dep,0.14879958846053232,0.2776055406556365,0.37563457382699494,0.19708381021464613,0.22870375431092071
Men,35-44,Other,22,1.635391167659838e-13,0.9845517692120929,0.1240979843943514,dep,0.0528898244260441,0.19079440644304574,0.340099604428338,0.09736400587758971,0.3989900848792665
Women,35-44,Other,18,6.673992618580568e-19,0.9999999979797977,0.3235777498868224,dep,0.14838681995535458,0.3386062699615542,0.4601000242728334,0.23521717194244177,0.25999016078928033
Men,45-54,Other,19,0.004028561672219314,0.7669250715101661,0.2148128511222697,dep,0.09707881821641645,0.3464789525101407,0.4947771606347292,0.22300959309488125,0.3130978700130517
Women,45-54,Other,18,0.11932117772693322,0.9428699675317839,0.5704657092243711,dep,0.11243762773317674,0.49908563770590153,0.6284341531241754,0.3698593928531679,0.26998588609496266
Men,55-64,Other,16,3.6338758194164864e-15,0.9999992152504625,0.2971671458473994,dep,0.124815458717163,0.39655743332979265,0.6028947578904299,0.22145605132861407,0.4272381052852698
Women,55-64,Other,26,0.13145285977130852,0.8407427087031204,0.4772568091988637,dep,0.13686723830666223,0.4462283921660596,0.6061720975835718,0.2966935809206742,0.33019553053177014
Men,65 and over,Other,20,3.4637311222268777e-4,0.6861032393725247,0.13109396576183702,dep,0.07720928362591238,0.18865733365521742,0.27562847740922225,0.12441540278026125,0.25128401389038846
Women,65 and over,Other,22,0.013693263727651537,0.7520069782224778,0.2540065318701066,dep,0.09286257749188846,0.33169140463123464,0.4798724716328853,0.21072907049038075,0.31632793483274446
