state,sex_gender_standardized,los_cutoff,p,se,p.m,p.lwr,p.upr,nStrata,p.raw
CO,Unknown Gender,7,-0.9952485232679109,0.07643500328616598,0.36963157108221695,0.31820534141731555,0.4293689657507216,15710,0.3843411839592616
CO,Unknown Gender,14,-1.3873673779422233,0.09885997313272335,0.24973188966359183,0.20574260848789458,0.3031264023203919,15710,0.27243793761935076
CO,Unknown Gender,30,-1.9006592881856543,0.12804556326923364,0.14947004289771074,0.11629514328362334,0.1921085704272019,15710,0.16008911521323999
CO,Unknown Gender,60,-2.437055649695499,0.14194642084872813,0.08741786171996689,0.0661873764497054,0.11545830878337021,15710,0.07453851050286442
CO,Unknown Gender,90,-2.975466551495016,0.16185108405277693,0.0510236233023942,0.03715381404156333,0.070071140798418,15710,0.03787396562698918
CO,Trans,3,-0.912226908949119,0.19891221335070478,0.40162883658009296,0.2719634264788671,0.5931154952013861,NA,NA
CO,Trans,7,-1.3366798429343214,0.24975552774820114,0.26271648214593984,0.16102563835083597,0.4286270850903887,NA,NA
CO,Trans,14,-1.6586757453962946,0.29742771592520467,0.19039093931351633,0.10628582446054934,0.3410493351927442,NA,NA
CO,Trans,30,-2.1891927960820743,0.40468333128281475,0.11200712472636168,0.050673228235543814,0.247578384608756,NA,NA
CO,Trans,60,-2.663997967783596,0.5364284151550893,0.06966912928068536,0.024346228177216787,0.19936507369429105,NA,NA
CO,Trans,90,-2.7999192813205966,0.548336531914829,0.06081497133127698,0.020761828733511404,0.1781375227344209,NA,NA
FL,Male,3,-0.5150398851963627,0.031065109180697423,0.5974767636649486,0.5621838314411073,0.6349853253596051,158537,0.5691857421295975
FL,Male,7,-0.7194005379143245,0.04108676597434865,0.4870441329583932,0.4493608139232186,0.5278875685179903,158537,0.46797908374701175
FL,Male,14,-0.9323727676322767,0.05308770117352862,0.3936186358943712,0.35472134196495364,0.4367812482471188,158537,0.38504576218800657
FL,Male,30,-1.3475098384518103,0.06891053907249066,0.25988661520433,0.22705295354215577,0.29746828529946207,158537,0.2680888373061178
FL,Male,60,-1.8505154671831368,0.07485042133920022,0.15715613660029673,0.13571209343154747,0.18198858072724897,158537,0.1497946851523619
FL,Male,90,-2.2645616458668174,0.08552623405501951,0.10387555884274037,0.08784424425665087,0.12283254089324895,158537,0.0987466648164151
FL,Female,3,-0.6104385905698235,0.03111894786329617,0.543112612759524,0.5109770469881572,0.5772691980532606,54317,0.49478063957876905
FL,Female,7,-0.860979884805986,0.04114200476284207,0.4227476353111404,0.38999680492463806,0.4582487879501871,54317,0.3973525783824585
FL,Female,14,-1.1244785640440578,0.05314302241598145,0.3248217969714534,0.29269125170102184,0.36047951271034095,54317,0.314579229338881
FL,Female,30,-1.631936204898764,0.06899305585907067,0.1955505813479099,0.1708174033675321,0.22386495235048134,54317,0.20159434431209383
FL,Female,60,-2.2711034112307598,0.07496762558855821,0.10319824713233056,0.08909631909794183,0.11953219076849145,54317,0.10446085019423017
FL,Female,90,-2.8124391202807426,0.08572709726771491,0.06005832411792328,0.05076941648334433,0.07104675502892291,54317,0.062374578861130035
FL,Unknown Gender,3,-0.6836698102353467,0.033729959840671696,0.5047612114063135,0.4724708076430309,0.5392584608801221,28167,0.7046543827883693
FL,Unknown Gender,7,-0.9148955315492009,0.04470103377551968,0.4005584696278925,0.3669579747064854,0.43723559276501434,28167,0.47889374090247455
FL,Unknown Gender,14,-1.1839196033056967,0.05788789326847356,0.3060766851668049,0.27324736661300075,0.34285028384329214,28167,0.37412574999112436
FL,Unknown Gender,30,-1.6750829550622681,0.0760760322445136,0.18729264196473153,0.16134840621450613,0.2174086162803098,28167,0.2410977384883019
FL,Unknown Gender,60,-2.160032571103456,0.08688857439909674,0.11532136483278635,0.09726354289743439,0.13673177832850064,28167,0.13789185926793765
FL,Unknown Gender,90,-2.5832980833179304,0.1000473245629712,0.07552450670187685,0.06207653397767826,0.09188578593342361,28167,0.09298114815209288
FL,Trans,3,-0.9333333669491797,0.19312201669779805,0.3932407076494788,0.2693225453570853,0.5741749319487289,NA,NA
FL,Trans,7,-1.2563268512156114,0.24167436691195965,0.2846978458206272,0.17728442657263968,0.4571911079944487,NA,NA
FL,Trans,14,-1.4552279707597682,0.28605733140730183,0.2333471615073881,0.13320179595358558,0.4087850121970471,NA,NA
FL,Trans,30,-1.9636164629586883,0.3908426009505367,0.1403499316798201,0.06524186698567702,0.30192427397662636,NA,NA
FL,Trans,60,-2.3869748891915528,0.5239957025014248,0.09190729351282417,0.0329097078223276,0.2566704829607019,NA,NA
FL,Trans,90,-2.4077508131435112,0.5326824350959607,0.0900175333034014,0.03168888783204947,0.25570970950370875,NA,NA
GA,Male,3,-0.5018271477669537,0.029200701918449996,0.6054234503976962,0.57174655477572,0.64108397546048,124653,0.627261277305801
GA,Male,7,-0.816060069198068,0.038649483373698855,0.44217034766394553,0.40991245575506213,0.4769667610932069,124653,0.4928561687243789
GA,Male,14,-1.1776785666433833,0.049985552583398436,0.3079928943264417,0.2792498300983896,0.33969446972324496,124653,0.3475889068052915
GA,Male,30,-1.7033268609512375,0.06491287611538493,0.18207677122090923,0.16032476170542737,0.20677997750056248,124653,0.22752761666385887
GA,Male,60,-2.2156056053120334,0.07201962583985076,0.10908743031281902,0.09472650082903794,0.12562553612881094,124653,0.12603788115809486
GA,Male,90,-2.618560430597759,0.08348337398904351,0.07290774307424217,0.061903111318733425,0.08586868877737801,124653,0.08019863140076854
GA,Female,3,-0.5972258531404145,0.029260472393974786,0.5503362339221778,0.5196627033863865,0.5828202955378387,44243,0.5523133603055851
GA,Female,7,-0.9576394160897295,0.0387261681973379,0.38379780440883865,0.3557449238381935,0.41406284334233606,44243,0.4059173202540515
GA,Female,14,-1.3697843630551643,0.05008153932334864,0.2541617603095413,0.2303990723518277,0.2803752625574852,44243,0.2683136315349321
GA,Female,30,-1.9877532273981913,0.06509420856045205,0.13700289425911905,0.12059282004071352,0.15564602460609564,44243,0.16040955631399317
GA,Female,60,-2.6361935493596564,0.07250893447947987,0.07163342034225044,0.06214353745252388,0.08257249458722495,44243,0.08084894785615804
GA,Female,90,-3.166437905011684,0.08405600769173799,0.042153485507482595,0.035750727772674726,0.049702941761865106,44243,0.049160319146531656
GA,Unknown Gender,3,-0.6704570728059377,0.032386012285665455,0.5114747431548677,0.4800176089268998,0.5449933669520384,1595,0.354858934169279
GA,Unknown Gender,7,-1.0115550628329444,0.043007177719387085,0.36365303632603996,0.334256177251253,0.3956352636969925,1595,0.12413793103448276
GA,Unknown Gender,14,-1.4292254023168034,0.055840227867192796,0.2394943621918979,0.2146663669322919,0.267193926749574,1595,0.045768025078369905
GA,Unknown Gender,30,-2.0308999775616954,0.07374462469919024,0.13121737529868724,0.11355854205247348,0.15162223175003767,1595,0.007523510971786834
GA,Unknown Gender,60,-2.5251227092323525,0.08702613097484314,0.08004848949533165,0.06749574017207657,0.09493577897135431,1595,0.0025078369905956114
GA,Unknown Gender,90,-2.937296868048872,0.1014206743735378,0.05300882509585789,0.04345289778416318,0.06466624048873813,1595,0.0025078369905956114
GA,Trans,3,-0.9201206295197706,0.1928320784129899,0.39847097082337324,0.27305977321073843,0.5814811633436067,NA,NA
GA,Trans,7,-1.3529863824993549,0.24127489741535288,0.25846722493305774,0.16107640009420868,0.4147429811289765,NA,NA
GA,Trans,14,-1.7005337697708747,0.28550400882940147,0.18258603912952553,0.10433886654712876,0.31951335861934405,NA,NA
GA,Trans,30,-2.3194334854581156,0.3901641005377028,0.0983292747925676,0.045769329645776964,0.2112472775122756,NA,NA
GA,Trans,60,-2.7520650273204494,0.5235875704459905,0.06379598463800032,0.022862030343178266,0.17802126910160398,NA,NA
GA,Trans,90,-2.7617495978744526,0.5323602370298087,0.06318113003076371,0.022255714113433456,0.17936315912482026,NA,NA
IA,Male,3,-0.6536955731518308,0.048967991931651286,0.520120078874741,0.4725219520638675,0.5725128647824214,18612,0.5145604986030518
IA,Male,7,-0.9619666486083035,0.06453322092946054,0.3821406101873105,0.33673822279740345,0.4336645978029911,18612,0.40699548678272085
IA,Male,14,-1.346152258192836,0.08346741159280453,0.26023967173977014,0.22096623348522829,0.3064933753860214,18612,0.2974425102084677
IA,Male,30,-1.8797665428379318,0.10860938993706247,0.15262573316850894,0.12336139812941424,0.18883228285713252,18612,0.17429615301955728
IA,Male,60,-2.5228426361589995,0.12133805144005755,0.08023121413439584,0.06324995600576476,0.10177157626627581,18612,0.08822265205243929
IA,Male,90,-3.06133234128508,0.1416383575830267,0.046825266405363164,0.03547459682745493,0.06180776583868894,18612,0.04733505265420159
IA,Female,3,-0.7490942785252916,0.04902650227494205,0.4727945790788289,0.42947813053949674,0.5204798524328347,5877,0.42368555385400714
IA,Female,7,-1.1035459954999651,0.06460951892505831,0.3316928146362507,0.2922404590636859,0.37647122384701115,5877,0.31359537178832736
IA,Female,14,-1.538258054604617,0.08356902981696747,0.21475486704460206,0.1823093438488836,0.2529747074158379,5877,0.21677726731325506
IA,Female,30,-2.1641929092848855,0.10876891361014462,0.11484258558789999,0.09279374331863223,0.1421304820005674,5877,0.11094095627020589
IA,Female,60,-2.9434305802066225,0.12177909728166153,0.05268467934552598,0.04149786806683833,0.06688718160822779,5877,0.045261187680789516
IA,Female,90,-3.609209815699005,0.14222457225557636,0.027073231258750014,0.020486997650111034,0.035776830910398745,5877,0.021099200272247747
IA,Unknown Gender,3,-0.8223254981908148,0.04932127675707749,0.4394086214820331,0.39892038262121016,0.48400619533165656,24700,0.5208097165991903
IA,Unknown Gender,7,-1.15746164224318,0.06507088236518381,0.31428293175307465,0.2766510738237166,0.35703371697102787,24700,0.33493927125506073
IA,Unknown Gender,14,-1.597699093866256,0.08422616215013227,0.20236159777857035,0.17156735683871965,0.23868302811233943,24700,0.22153846153846155
IA,Unknown Gender,30,-2.2073396594483894,0.10979260100193707,0.10999287814210577,0.0886970007919658,0.13640183020799518,24700,0.13445344129554657
IA,Unknown Gender,60,-2.8323597400793186,0.12441790508997624,0.05887376284708565,0.046133571906905244,0.07513226937574446,24700,0.06805668016194331
IA,Unknown Gender,90,-3.380068778736193,0.14521453494702402,0.034045113074221256,0.02561226252592029,0.045254483982565055,24700,0.03769230769230769
IA,Trans,3,-1.0719890549046478,0.19679135767854958,0.3423269327242038,0.23277265568454697,0.503442848661632,NA,NA
IA,Trans,7,-1.4988929619095903,0.2467389597869788,0.22337731051202572,0.1377255369837168,0.362296084984481,NA,NA
IA,Trans,14,-1.8690074613203276,0.2932131142123222,0.15427671145221353,0.08683942069235633,0.27408409115060534,NA,NA
IA,Trans,30,-2.4958731673448096,0.39975516705423925,0.082424449623698,0.037651635074527526,0.18043811065102283,NA,NA
IA,Trans,60,-3.0593020581674155,0.5326425289163846,0.04692043152660602,0.01651869958706232,0.13327483092962059,NA,NA
IA,Trans,90,-3.2045215085617738,0.544531407612405,0.04057831336885274,0.013956869482040788,0.11797771111778323,NA,NA
ID,Male,3,-0.3746206494833231,0.11478171576925571,0.6875500517930474,0.5490374205650678,0.8610070206764683,1371,0.6557257476294676
ID,Male,7,-0.5823495686075949,0.15186467266739032,0.5585843911820126,0.4147833855465892,0.752239682071676,1371,0.5171407731582787
ID,Male,14,-0.7555700695508358,0.1961792525581016,0.46974275234785867,0.31979524764855644,0.6899985381453737,1371,0.4048140043763676
ID,Male,30,-1.1050819051975516,0.25413547251621516,0.3311837554601671,0.2012558532723309,0.5449912541538944,1371,0.27425237053245805
ID,Male,60,-1.5250696775107215,0.27135965471123574,0.21760589409996792,0.12784651608932324,0.3703841652905312,1371,0.18453683442742524
ID,Male,90,-1.8381556407103314,0.30766563184130874,0.15911061278980318,0.08705900268621976,0.29079344262180357,1371,0.12837345003646974
ID,Female,3,-0.4700193548567839,0.11480296393701456,0.624990171570374,0.4990599603178349,0.7826969615250182,400,0.6725
ID,Female,7,-0.7239289154992564,0.15188715635942612,0.484843599407616,0.36001043145858597,0.6529625125975679,400,0.55
ID,Female,14,-0.9476758659626168,0.1962018157826485,0.3876409067503957,0.2638896228313158,0.5694254702933964,400,0.4375
ID,Female,30,-1.3895082716445053,0.25415546840222963,0.24919781213934822,0.15142817843325676,0.4100924294114042,400,0.2725
ID,Female,60,-1.9456576215583445,0.2713785461074094,0.1428932227692459,0.08394866498338928,0.2432257036776164,400,0.17
ID,Female,90,-2.3860331151242566,0.3076807127379055,0.09199389018930154,0.05033391217035522,0.1681346723759253,400,0.115
ID,Unknown Gender,3,-0.5432505745223071,0.11448410532872969,0.5808570611461454,0.4641092519099848,0.7269730652746726,10979,0.6570725931323436
ID,Unknown Gender,7,-0.7778445622424713,0.15145742581571595,0.4593951425527366,0.34140164097355646,0.6181689589986351,10979,0.527734766372165
ID,Unknown Gender,14,-1.007116905224256,0.19563166986439529,0.36527057260151435,0.24893886558683967,0.5359652896871384,10979,0.4396575280080153
ID,Unknown Gender,30,-1.4326550218080094,0.2533290203251797,0.238674394551516,0.1452686084963014,0.3921388605851697,10979,0.33891975589762274
ID,Unknown Gender,60,-1.8345867814310406,0.2701302684811166,0.15967947065975205,0.0940402517004755,0.2711342525048739,10979,0.22652336278349577
ID,Unknown Gender,90,-2.1568920781614445,0.30625575768106267,0.11568410005067374,0.06347289381492302,0.21084293152848,10979,0.15411239639311414
ID,Trans,3,-0.7929141312361401,0.2224887206052967,0.45252415717902733,0.29258969475306335,0.6998814944710047,NA,NA
ID,Trans,7,-1.119275881908882,0.2824411152563323,0.3265161452876609,0.18771126981347816,0.5679615999585433,NA,NA
ID,Trans,14,-1.2784252726783274,0.3427555438498809,0.2784754783014283,0.1422436574770875,0.545181369705013,NA,NA
ID,Trans,30,-1.7211885297044296,0.46105599527888463,0.1788534489002274,0.07245122694448333,0.4415184881274391,NA,NA
ID,Trans,60,-2.0615290995191375,0.5853178564036183,0.1272592290177775,0.040407857612074737,0.4007861917767141,NA,NA
ID,Trans,90,-1.9813448079870253,0.6091181048308523,0.1378836854915433,0.04178598194825505,0.45498298324720227,NA,NA
IL,Male,3,-0.6123931393791742,0.04855649344092895,0.542052109389328,0.4928442303037501,0.5961731338770718,22274,0.5567028822842777
IL,Male,7,-0.9359847020863101,0.06412467508185861,0.39219947568134095,0.3458788340829666,0.444723451010077,22274,0.41465385651432163
IL,Male,14,-1.307551430847895,0.08286870840017736,0.27048153896379584,0.2299321267360196,0.31818199552521526,22274,0.29828499595941455
IL,Male,30,-1.8335769804420226,0.10902214411228885,0.15984079658698194,0.12908857834534798,0.1979189838562636,22274,0.19556433509921883
IL,Male,60,-2.404232889352243,0.12076696564218277,0.09033476579814427,0.07129480662789942,0.11445952794845259,22274,0.11843404866660681
IL,Male,90,-2.8774589875404417,0.1400067341985677,0.0562775833434101,0.04277219041816082,0.07404732738750994,22274,0.07915057915057915
IL,Female,3,-0.707791844752635,0.048613649713649426,0.492731023674319,0.4479503639998903,0.5419883121050477,7170,0.45536959553695955
IL,Female,7,-1.0775640489779716,0.06420189082677634,0.3404237720870358,0.3001726581421014,0.38607228692729456,7170,0.3079497907949791
IL,Female,14,-1.499657227259676,0.08297713643108326,0.22320665619450353,0.18970416886195363,0.26262581190709544,7170,0.19972105997210599
IL,Female,30,-2.1180033468889765,0.10925957782048061,0.12027152945572915,0.09708696221957464,0.14899261926545115,7170,0.10934449093444909
IL,Female,60,-2.824820833399866,0.121336349444942,0.05931928391182207,0.046764275651680204,0.0752449897870903,7170,0.05481171548117155
IL,Female,90,-3.425336461954367,0.14098889035005227,0.03253833123659946,0.024682282282006866,0.04289485824552282,7170,0.02803347280334728
IL,Unknown Gender,3,-0.7810230644181582,0.05039276080456083,0.4579372722420001,0.4148695851969273,0.5054758237071095,544,0.4172794117647059
IL,Unknown Gender,7,-1.1314796957211866,0.06661653272090676,0.3225556189611266,0.28307434840539225,0.3675434666174564,544,0.3235294117647059
IL,Unknown Gender,14,-1.5590982665213151,0.08619732165428524,0.21032564339019524,0.17763188843769925,0.2490367954569979,544,0.21323529411764705
IL,Unknown Gender,30,-2.1611500970524804,0.11412510963088676,0.11519256219865649,0.09210452535811554,0.14406812623265045,544,0.10477941176470588
IL,Unknown Gender,60,-2.713749993272562,0.12949413082921649,0.06628776138845624,0.05142896077931014,0.08543955085440191,544,0.042279411764705885
IL,Unknown Gender,90,-3.1961954249915547,0.15072776770511048,0.04091758222759112,0.030451609741072385,0.05498062498461274,544,0.02389705882352941
IL,Trans,3,-1.0306866211319912,0.1966973836954443,0.35676191618170716,0.2426327225041315,0.5245750182582077,NA,NA
IL,Trans,7,-1.472911015387597,0.2466438616922963,0.22925714181223059,0.1413771550285575,0.37176329557131466,NA,NA
IL,Trans,14,-1.8304066339753864,0.2930594755960878,0.16034835142889214,0.09028421396798093,0.2847850435413,NA,NA
IL,Trans,30,-2.4496836049489006,0.39989380078218717,0.08632089368278158,0.039420824877441765,0.18901929904713946,NA,NA
IL,Trans,60,-2.940692311360659,0.5325321981637039,0.052829141859972395,0.018602928947406294,0.1500257425887879,NA,NA
IL,Trans,90,-3.0206481548171356,0.5441837302079404,0.048769597865844984,0.016785687889458684,0.1416965269257687,NA,NA
IN,Male,3,-0.48287054071969326,0.03536927212657607,0.6170096958344853,0.5756859226106416,0.6612997639882305,76713,0.6240011471328197
IN,Male,7,-0.831369371743173,0.046722725559552696,0.4354525813988902,0.39734743451661764,0.47721196659450676,76713,0.4330947818492302
IN,Male,14,-1.1050781290404277,0.06025106472251155,0.33118500606442586,0.29429634417394607,0.3726974881382302,76713,0.316243661439391
IN,Male,30,-1.4994417900730084,0.0775985458698224,0.22325474838879708,0.1917558855697604,0.2599277854238921,76713,0.2095472736042131
IN,Male,60,-1.975710296025393,0.0846330555675617,0.13866278563006393,0.11746815107280838,0.16368154212942088,76713,0.12417712773584659
IN,Male,90,-2.3408850976686884,0.0970989854480505,0.09624241658276936,0.07956383591191685,0.11641724715165462,76713,0.08121178939684277
IN,Female,3,-0.5782692460931541,0.035435946982335494,0.5608682519251011,0.5232361297260287,0.6012069468181261,23014,0.5579212653167637
IN,Female,7,-0.9729487186348346,0.046806790453219296,0.3779668753185426,0.3448353086510817,0.41428170275513526,23014,0.369079690623099
IN,Female,14,-1.2971839254522086,0.060350129622000565,0.27330034452107826,0.24281194941029413,0.307616978887339,23014,0.26079777526722864
IN,Female,30,-1.7838681565199621,0.07772405149601917,0.1679870885300723,0.14425041477837802,0.1956296760474913,23014,0.16372642739202226
IN,Female,60,-2.396298240073016,0.08486958169063938,0.09105439169647857,0.07710095873237187,0.10753306292849894,23014,0.08833753367515425
IN,Female,90,-2.8887625720826136,0.09738047129503129,0.055645026735989665,0.04597650432078731,0.06734676866351162,23014,0.05144694533762058
IN,Unknown Gender,3,-0.6515004657586773,0.03781312188514418,0.5212630523209865,0.4840278547444635,0.5613626716967354,5757,0.5426437380580164
IN,Unknown Gender,7,-1.0268643653780494,0.050026128149440394,0.35812816087357596,0.3246804617771805,0.3950215510618203,5757,0.3918707660239708
IN,Unknown Gender,14,-1.3566249647138477,0.06463620654576717,0.25752847957216657,0.2268855436530863,0.2923100199462605,5757,0.2907764460656592
IN,Unknown Gender,30,-1.8270149066834662,0.08408222499708383,0.16089313266107952,0.1364478157818328,0.18971795179840745,5757,0.18568698975160675
IN,Unknown Gender,60,-2.285227399945712,0.09602121936682881,0.10175092132129222,0.08429560659389637,0.12282075434381479,5757,0.10647906895952754
IN,Unknown Gender,90,-2.6596215351198014,0.11091366095400829,0.06997469970019014,0.05630295176552019,0.08696628586230486,5757,0.06930693069306931
IN,Trans,3,-0.9011640224725102,0.19380771664733815,0.4060966788536164,0.2777538006001185,0.5937434959292034,5,0.4
IN,Trans,7,-1.36829568504446,0.24261982958701617,0.2545404071049265,0.15821161399560169,0.4095199916925372,5,0
IN,Trans,14,-1.627933332167919,0.28735549612450956,0.1963349141824665,0.1117892635710786,0.34482200969619076,5,0
IN,Trans,30,-2.1155484145798864,0.3922303049592396,0.12056715063577864,0.0558935837680217,0.2600734616116572,5,0
IN,Trans,60,-2.512169718033809,0.5248645923568049,0.08109210123064352,0.028987649592902915,0.22685277952341912,5,0
IN,Trans,90,-2.484074264945382,0.5337793922403757,0.08340272761425191,0.02929721995841075,0.23742918213303513,5,0
KS,Male,3,-0.5225818916252462,0.04234185660713419,0.5929875402278857,0.5457630315404072,0.6442983539450017,25036,0.6001757469244289
KS,Male,7,-0.9212531115710932,0.055752620648749175,0.39801996502712916,0.35681913861943826,0.44397812621020366,25036,0.4247883048410289
KS,Male,14,-1.2422539404545052,0.07156722277505956,0.28873269766311954,0.2509445904079594,0.3322110692415954,25036,0.30675826809394474
KS,Male,30,-1.7659250682606051,0.09258077579357779,0.1710285002462043,0.14264731062290975,0.20505642741341742,25036,0.1890877136922831
KS,Male,60,-2.41675740745299,0.10057622202471302,0.08921042201813241,0.07324954956973281,0.1086491240342287,25036,0.09777919795494489
KS,Male,90,-2.9339597898224525,0.11713540179219865,0.05318601517603889,0.04227577894720537,0.06691188857426915,25036,0.05923470202907813
KS,Female,3,-0.617980596998707,0.042411164806982586,0.539031861810803,0.4960369036212264,0.5857534911738917,8795,0.5288231949971575
KS,Female,7,-1.0628324584627549,0.05584867003626055,0.34547587710335026,0.3096558249675714,0.3854394848630038,8795,0.3364411597498579
KS,Female,14,-1.4343597368662862,0.07168587064706029,0.23826786932038915,0.2070362331763908,0.27421083101965915,8795,0.230699260943718
KS,Female,30,-2.050351434707559,0.0927743322518093,0.12868966962346728,0.10729365282776158,0.1543523836809114,8795,0.13075611142694712
KS,Female,60,-2.837345351500613,0.10104981246828779,0.05858097162073751,0.04805546835226661,0.07141185704140143,8795,0.06196702671972712
KS,Female,90,-3.4818372642363777,0.11791915808517062,0.030750861642238662,0.024405309517702357,0.03874630194934443,8795,0.0320636725412166
KS,Unknown Gender,3,-0.6912118166642301,0.04467947400490995,0.5009686189605992,0.45896470075043944,0.5468166871503128,95,0.35789473684210527
KS,Unknown Gender,7,-1.1167481052059696,0.058938115009712855,0.3273425492351303,0.291631375195987,0.3674266682305457,95,0.17894736842105263
KS,Unknown Gender,14,-1.4938007761279253,0.07581804149986686,0.22451769032529356,0.19351477615956797,0.2604875672513966,95,0.07368421052631578
KS,Unknown Gender,30,-2.0934981848710628,0.09889786246167286,0.12325521126662337,0.10153675442923531,0.14961919149156688,95,0.021052631578947368
KS,Unknown Gender,60,-2.726274511373309,0.11144908960333892,0.06546271655051909,0.05261727910405962,0.08144410602643597,95,0.010526315789473684
KS,Unknown Gender,90,-3.2526962272735656,0.13023475408771157,0.03866980456576963,0.02995821639983913,0.049914646626387525,95,0
KS,Trans,3,-0.940875373378063,0.19523889291601768,0.3902860397719224,0.2661922273785937,0.5722300547273601,1,0
KS,Trans,7,-1.4581794248723803,0.24457663886888742,0.23265946342177835,0.14405777731622255,0.37575497087455145,1,0
KS,Trans,14,-1.7651091435819968,0.2900311630558959,0.17116810356545237,0.09695001160759732,0.30220233285560016,1,0
KS,Trans,30,-2.382031692767483,0.3956564467272338,0.09236273405609748,0.042531764653629185,0.20057655053326032,1,0
KS,Trans,60,-2.953216829461406,0.5282055653537117,0.05217160855561479,0.01852784183831615,0.14690738203795398,1,0
KS,Trans,90,-3.0771489570991464,0.5385836537740201,0.04609047542774199,0.01603865518876265,0.1324507510232955,1,0
KY,Male,3,-0.4258344065688466,0.024101353903580047,0.6532245028518159,0.623085087671606,0.6848217997329017,84681,0.6364946091803356
KY,Male,7,-0.7054287505645921,0.03176778749660924,0.4938967703347296,0.4640827185412014,0.5256261653393588,84681,0.4794463929334798
KY,Male,14,-1.043475072338722,0.04099040609515779,0.3522285330824623,0.3250374761735837,0.38169426177542476,84681,0.3426978897273296
KY,Male,30,-1.5402095443332067,0.053103422387326536,0.21433618378831001,0.19314958476689736,0.237846743167369,84681,0.2158689670646308
KY,Male,60,-2.11632863637305,0.060244112644082186,0.12047311820515892,0.10705581688147353,0.13557200937659522,84681,0.12320355215455651
KY,Male,90,-2.4109418145731554,0.07100358962371585,0.08973074504016772,0.07807336690702521,0.10312872269300176,84681,0.08188377558129922
KY,Female,3,-0.5212331119423075,0.024188338431435114,0.5937878894003991,0.5662942927149871,0.6226163006308704,31519,0.611948348615121
KY,Female,7,-0.8470080974562536,0.03187284901974439,0.4286956306784071,0.4027345038093801,0.45633026727142023,31519,0.44404962086360605
KY,Female,14,-1.235580868750503,0.0411157813035252,0.29066587459839466,0.26816137898598486,0.31505898043754194,31519,0.30546654398933976
KY,Female,30,-1.8246359107801604,0.05327432644202707,0.16127635242293215,0.14528591188629386,0.17902673090011814,31519,0.1836352676163584
KY,Female,60,-2.536916580420673,0.0606796452038702,0.07910995328778644,0.07023935590498726,0.08910082714399414,31519,0.0962593990926108
KY,Female,90,-2.9588192889870806,0.0714682203516594,0.051880136472948174,0.045099035120987306,0.0596808457926229,31519,0.059456201021606016
KY,Unknown Gender,3,-0.5944643316078306,0.027745576850784485,0.5518580996476546,0.5226492641290557,0.5826993034309909,5177,0.6281630287811474
KY,Unknown Gender,7,-0.9009237441994685,0.036727086184486245,0.4061942667859597,0.3779824509954762,0.4365117532182945,5177,0.4666795441375314
KY,Unknown Gender,14,-1.2950219080121421,0.04759045954397518,0.27389186383943775,0.24949971783175723,0.30066868904447597,5177,0.3372609619470736
KY,Unknown Gender,30,-1.8677826609436645,0.06280755374271338,0.15446578539179037,0.13657474876558948,0.17470051435096745,5177,0.21151245895306162
KY,Unknown Gender,60,-2.425845740293369,0.07637501063270596,0.08840332116597917,0.07611286226554477,0.10267840363051317,5177,0.11126134827119953
KY,Unknown Gender,90,-2.7296782520242684,0.08998481157810785,0.0652402772187268,0.0546915947700048,0.0778235447233778,5177,0.08035541819586633
KY,Trans,3,-0.8441278883216635,0.1920392715303169,0.42993214360295434,0.2950772937828704,0.6264177284987748,18,0.3333333333333333
KY,Trans,7,-1.2423550638658791,0.24013101263662517,0.28870350150398916,0.1803234312492184,0.4622234126937685,18,0.2222222222222222
KY,Trans,14,-1.5663302754662136,0.28386127102756137,0.20881005344157555,0.11970939958796356,0.3642290293690326,18,0.16666666666666666
KY,Trans,30,-2.1563161688400845,0.38800622906157545,0.11575074279047164,0.05410685433892603,0.24762545559605462,18,0.1111111111111111
KY,Trans,60,-2.652788058381466,0.5211695457984377,0.0704545076941386,0.025368130487254226,0.1956721902277123,18,0.05555555555555555
KY,Trans,90,-2.554130981849849,0.5289451615160915,0.0777597773718916,0.027575034899616584,0.21927743696201876,18,0.05555555555555555
LA,Male,3,-0.42323715814863583,0.02581163645872166,0.6549232942966275,0.6226149332306585,0.6889081814769845,91264,0.6678975280504909
LA,Male,7,-0.7469456360479163,0.0339848396313245,0.47381153774355644,0.4432795375161819,0.506446506772757,91264,0.5132472826086957
LA,Male,14,-0.9952762023459887,0.043798061043726105,0.3696213401626928,0.3392157902903395,0.4027522863447194,91264,0.42298167952314164
LA,Male,30,-1.3492349099184529,0.05679714463377394,0.2594386786922101,0.2321073571937117,0.28998834339139756,91264,0.32667864656381485
LA,Male,60,-1.709842630941805,0.061494396306462105,0.18089425753625593,0.16035431666237818,0.20406517947683406,91264,0.22835948457223001
LA,Male,90,-2.0099048233896815,0.07048683871267268,0.1340014278635743,0.11671076619284261,0.15385369538065718,91264,0.16857687587657785
LA,Female,3,-0.5186358635220967,0.025947147676327203,0.59533210855038865,0.5658131729083272,0.6263910711892788,26172,0.5847088491517652
LA,Female,7,-0.8885249829395778,0.034173354428025896,0.41126192394013483,0.3846184300805209,0.4397510801745307,26172,0.40615925416475623
LA,Female,14,-1.1873819987577696,0.04406112401188257,0.30501875918004434,0.27978321301041353,0.33253047046918804,26172,0.305975852055632
LA,Female,30,-1.6336612763654066,0.057228347114929995,0.19521353341920786,0.17450065642385765,0.21838498726015126,26172,0.20823781140149777
