"","state","ageCat","sex","race","releases"
"1963","SC","55+","Female","White",32
"1964","SC","55+","Male","Black",329
"1965","SC","55+","Male","Hispanic",3
"1966","SC","55+","Male","Other or Unknown",3
"1967","SC","55+","Male","White",226
"1968","SC","Under 18","Female","Black",0
"1969","SC","Under 18","Female","Hispanic",0.165685414161326
"1970","SC","Under 18","Female","Other or Unknown",0
"1971","SC","Under 18","Female","White",0
"1972","SC","Under 18","Male","Black",0
"1973","SC","Under 18","Male","Hispanic",0.94898512991206
"1974","SC","Under 18","Male","Other or Unknown",0
"1975","SC","Under 18","Male","White",0
"1976","SD","18-24","Female","Black",0
"1977","SD","18-24","Female","Hispanic",3.0388898409914
"1978","SD","18-24","Female","Other or Unknown",2
"1979","SD","18-24","Female","White",35
"1980","SD","18-24","Male","Black",24
"1981","SD","18-24","Male","Hispanic",36.1345474663821
"1982","SD","18-24","Male","Other or Unknown",3
"1983","SD","18-24","Male","White",279
"1984","SD","25-34","Female","Black",6
"1985","SD","25-34","Female","Hispanic",8.56817670005642
"1986","SD","25-34","Female","Other or Unknown",0
"1987","SD","25-34","Female","White",88
"1988","SD","25-34","Male","Black",78
"1989","SD","25-34","Male","Hispanic",85.7108191813984
"1990","SD","25-34","Male","Other or Unknown",11
"1991","SD","25-34","Male","White",564
"1992","SD","35-44","Female","Black",1
"1993","SD","35-44","Female","Hispanic",8.55494525613194
"1994","SD","35-44","Female","Other or Unknown",0
"1995","SD","35-44","Female","White",52
"1996","SD","35-44","Male","Black",51
"1997","SD","35-44","Male","Hispanic",52.0093244433028
"1998","SD","35-44","Male","Other or Unknown",5
"1999","SD","35-44","Male","White",318
"2000","SD","45-54","Female","Black",1
"2001","SD","45-54","Female","Hispanic",2.16464892395266
"2002","SD","45-54","Female","Other or Unknown",0
"2003","SD","45-54","Female","White",35
"2004","SD","45-54","Male","Black",27
"2005","SD","45-54","Male","Hispanic",17.3559442847174
"2006","SD","45-54","Male","Other or Unknown",5
"2007","SD","45-54","Male","White",231
"2008","SD","55+","Female","Black",1
"2009","SD","55+","Female","Hispanic",0
"2010","SD","55+","Female","Other or Unknown",0
"2011","SD","55+","Female","White",8
"2012","SD","55+","Male","Black",8
"2013","SD","55+","Male","Hispanic",4
"2014","SD","55+","Male","Other or Unknown",1
"2015","SD","55+","Male","White",85
"2016","SD","Under 18","Female","Black",0
"2017","SD","Under 18","Female","Hispanic",0.0782891039922171
"2018","SD","Under 18","Female","Other or Unknown",0
"2019","SD","Under 18","Female","White",0
"2020","SD","Under 18","Male","Black",0
"2021","SD","Under 18","Male","Hispanic",0.3383775017494
"2022","SD","Under 18","Male","Other or Unknown",0
"2023","SD","Under 18","Male","White",0
"2024","TN","18-24","Female","Black",45
"2025","TN","18-24","Female","Hispanic",18.6266154931029
"2026","TN","18-24","Female","Other or Unknown",0
"2027","TN","18-24","Female","White",148
"2028","TN","18-24","Male","Black",875
"2029","TN","18-24","Male","Hispanic",105.972879273409
"2030","TN","18-24","Male","Other or Unknown",6
"2031","TN","18-24","Male","White",694
"2032","TN","25-34","Female","Black",184
"2033","TN","25-34","Female","Hispanic",51.8980508198461
"2034","TN","25-34","Female","Other or Unknown",1
"2035","TN","25-34","Female","White",933
"2036","TN","25-34","Male","Black",1821
"2037","TN","25-34","Male","Hispanic",271.734670735177
"2038","TN","25-34","Male","Other or Unknown",8
"2039","TN","25-34","Male","White",2691
"2040","TN","35-44","Female","Black",96
"2041","TN","35-44","Female","Hispanic",37.2206099063893
"2042","TN","35-44","Female","Other or Unknown",1
"2043","TN","35-44","Female","White",648
"2044","TN","35-44","Male","Black",1099
"2045","TN","35-44","Male","Hispanic",176.390932464294
"2046","TN","35-44","Male","Other or Unknown",5
"2047","TN","35-44","Male","White",2088
"2048","TN","45-54","Female","Black",48
"2049","TN","45-54","Female","Hispanic",13.5557148355284
"2050","TN","45-54","Female","Other or Unknown",0
"2051","TN","45-54","Female","White",283
"2052","TN","45-54","Male","Black",679
"2053","TN","45-54","Male","Hispanic",74.9797270918447
"2054","TN","45-54","Male","Other or Unknown",1
"2055","TN","45-54","Male","White",1085
"2056","TN","55+","Female","Black",15
"2057","TN","55+","Female","Hispanic",1
"2058","TN","55+","Female","Other or Unknown",0
"2059","TN","55+","Female","White",55
"2060","TN","55+","Male","Black",357
"2061","TN","55+","Male","Hispanic",4
"2062","TN","55+","Male","Other or Unknown",0
"2063","TN","55+","Male","White",442
"2064","TN","Under 18","Female","Black",0
"2065","TN","Under 18","Female","Hispanic",0.45410396742784
"2066","TN","Under 18","Female","Other or Unknown",0
"2067","TN","Under 18","Female","White",0
"2068","TN","Under 18","Male","Black",0
"2069","TN","Under 18","Male","Hispanic",1.87995670556575
"2070","TN","Under 18","Male","Other or Unknown",0
"2071","TN","Under 18","Male","White",0
"2072","TX","18-24","Female","Black",330
"2073","TX","18-24","Female","Hispanic",817.798951822115
"2074","TX","18-24","Female","Other or Unknown",0
"2075","TX","18-24","Female","White",589
"2076","TX","18-24","Male","Black",2889
"2077","TX","18-24","Male","Hispanic",6665.00532690125
"2078","TX","18-24","Male","Other or Unknown",1
"2079","TX","18-24","Male","White",2515
"2080","TX","25-34","Female","Black",1060
"2081","TX","25-34","Female","Hispanic",2434.29346374842
"2082","TX","25-34","Female","Other or Unknown",3
"2083","TX","25-34","Female","White",2523
"2084","TX","25-34","Male","Black",6576
"2085","TX","25-34","Male","Hispanic",15339.0517780589
"2086","TX","25-34","Male","Other or Unknown",0
"2087","TX","25-34","Male","White",7410
"2088","TX","35-44","Female","Black",792
"2089","TX","35-44","Female","Hispanic",1653.93144500395
"2090","TX","35-44","Female","Other or Unknown",1
"2091","TX","35-44","Female","White",1982
"2092","TX","35-44","Male","Black",4639
"2093","TX","35-44","Male","Hispanic",10453.7278103958
"2094","TX","35-44","Male","Other or Unknown",0
"2095","TX","35-44","Male","White",5657
"2096","TX","45-54","Female","Black",474
"2097","TX","45-54","Female","Hispanic",677.27569528044
"2098","TX","45-54","Female","Other or Unknown",1
"2099","TX","45-54","Female","White",1130
"2100","TX","45-54","Male","Black",3783
"2101","TX","45-54","Male","Hispanic",4970.65321744221
"2102","TX","45-54","Male","Other or Unknown",0
"2103","TX","45-54","Male","White",4289
"2104","TX","55+","Female","Black",205
"2105","TX","55+","Female","Hispanic",79
"2106","TX","55+","Female","Other or Unknown",0
"2107","TX","55+","Female","White",309
"2108","TX","55+","Male","Black",2316
"2109","TX","55+","Male","Hispanic",1407
"2110","TX","55+","Male","Other or Unknown",0
"2111","TX","55+","Male","White",2289
"2112","TX","Under 18","Female","Black",0
"2113","TX","Under 18","Female","Hispanic",11.3302777252488
"2114","TX","Under 18","Female","Other or Unknown",0
"2115","TX","Under 18","Female","White",0
"2116","TX","Under 18","Male","Black",0
"2117","TX","Under 18","Male","Hispanic",69.9708230989439
"2118","TX","Under 18","Male","Other or Unknown",0
"2119","TX","Under 18","Male","White",0
"2120","UT","18-24","Female","Black",1
"2121","UT","18-24","Female","Hispanic",49.8392196858658
"2122","UT","18-24","Female","Other or Unknown",0
"2123","UT","18-24","Female","White",34
"2124","UT","18-24","Male","Black",14
"2125","UT","18-24","Male","Hispanic",272.77862300756
"2126","UT","18-24","Male","Other or Unknown",4
"2127","UT","18-24","Male","White",154
"2128","UT","25-34","Female","Black",6
"2129","UT","25-34","Female","Hispanic",146.688561033656
"2130","UT","25-34","Female","Other or Unknown",1
"2131","UT","25-34","Female","White",202
"2132","UT","25-34","Male","Black",71
"2133","UT","25-34","Male","Hispanic",800.575164136769
"2134","UT","25-34","Male","Other or Unknown",10
"2135","UT","25-34","Male","White",839
"2136","UT","35-44","Female","Black",3
"2137","UT","35-44","Female","Hispanic",109.308044260255
"2138","UT","35-44","Female","Other or Unknown",2
"2139","UT","35-44","Female","White",131
"2140","UT","35-44","Male","Black",50
"2141","UT","35-44","Male","Hispanic",503.873957278126
"2142","UT","35-44","Male","Other or Unknown",4
"2143","UT","35-44","Male","White",634
"2144","UT","45-54","Female","Black",3
"2145","UT","45-54","Female","Hispanic",39.5150484710325
"2146","UT","45-54","Female","Other or Unknown",1
"2147","UT","45-54","Female","White",42
"2148","UT","45-54","Male","Black",33
"2149","UT","45-54","Male","Hispanic",207.456185581242
"2150","UT","45-54","Male","Other or Unknown",6
"2151","UT","45-54","Male","White",353
"2152","UT","55+","Female","Black",0
"2153","UT","55+","Female","Hispanic",2
"2154","UT","55+","Female","Other or Unknown",0
"2155","UT","55+","Female","White",11
"2156","UT","55+","Male","Black",19
"2157","UT","55+","Male","Hispanic",29
"2158","UT","55+","Male","Other or Unknown",1
"2159","UT","55+","Male","White",137
"2160","UT","Under 18","Female","Black",0
"2161","UT","Under 18","Female","Hispanic",1.10364123098257
"2162","UT","Under 18","Female","Other or Unknown",0
"2163","UT","Under 18","Female","White",0
"2164","UT","Under 18","Male","Black",0
"2165","UT","Under 18","Male","Hispanic",5.04372773548498
"2166","UT","Under 18","Male","Other or Unknown",0
"2167","UT","Under 18","Male","White",0
"2168","VA","18-24","Female","Black",1
"2169","VA","18-24","Female","Hispanic",25.7131353129927
"2170","VA","18-24","Female","Other or Unknown",109
"2171","VA","18-24","Female","White",4
"2172","VA","18-24","Male","Black",33
"2173","VA","18-24","Male","Hispanic",182.974271654941
"2174","VA","18-24","Male","Other or Unknown",1085
"2175","VA","18-24","Male","White",24
"2176","VA","25-34","Female","Black",14
"2177","VA","25-34","Female","Hispanic",63.5657297419311
"2178","VA","25-34","Female","Other or Unknown",581
"2179","VA","25-34","Female","White",62
"2180","VA","25-34","Male","Black",201
"2181","VA","25-34","Male","Hispanic",450.655056352806
"2182","VA","25-34","Male","Other or Unknown",3157
"2183","VA","25-34","Male","White",153
"2184","VA","35-44","Female","Black",19
"2185","VA","35-44","Female","Hispanic",46.5185248102412
"2186","VA","35-44","Female","Other or Unknown",439
"2187","VA","35-44","Female","White",47
"2188","VA","35-44","Male","Black",238
"2189","VA","35-44","Male","Hispanic",309.898559577452
"2190","VA","35-44","Male","Other or Unknown",2263
"2191","VA","35-44","Male","White",211
"2192","VA","45-54","Female","Black",11
"2193","VA","45-54","Female","Hispanic",16.178922727525
"2194","VA","45-54","Female","Other or Unknown",316
"2195","VA","45-54","Female","White",32
"2196","VA","45-54","Male","Black",174
"2197","VA","45-54","Male","Hispanic",131.431976198452
"2198","VA","45-54","Male","Other or Unknown",1675
"2199","VA","45-54","Male","White",156
"2200","VA","55+","Female","Black",7
"2201","VA","55+","Female","Hispanic",0
"2202","VA","55+","Female","Other or Unknown",99
"2203","VA","55+","Female","White",13
"2204","VA","55+","Male","Black",130
"2205","VA","55+","Male","Hispanic",12
"2206","VA","55+","Male","Other or Unknown",801
"2207","VA","55+","Male","White",98
"2208","VA","Under 18","Female","Black",0
"2209","VA","Under 18","Female","Hispanic",0.585144939616524
"2210","VA","Under 18","Female","Other or Unknown",0
"2211","VA","Under 18","Female","White",0
"2212","VA","Under 18","Male","Black",0
"2213","VA","Under 18","Male","Hispanic",3.45149914432351
"2214","VA","Under 18","Male","Other or Unknown",0
"2215","VA","Under 18","Male","White",0
"2216","VT","18-24","Female","Black",0
"2217","VT","18-24","Female","Hispanic",0
"2218","VT","18-24","Female","Other or Unknown",0
"2219","VT","18-24","Female","White",0
"2220","VT","18-24","Male","Black",0
"2221","VT","18-24","Male","Hispanic",0
"2222","VT","18-24","Male","Other or Unknown",0
"2223","VT","18-24","Male","White",0
"2224","VT","25-34","Female","Black",0
"2225","VT","25-34","Female","Hispanic",0
"2226","VT","25-34","Female","Other or Unknown",0
"2227","VT","25-34","Female","White",0
"2228","VT","25-34","Male","Black",0
"2229","VT","25-34","Male","Hispanic",0
"2230","VT","25-34","Male","Other or Unknown",0
"2231","VT","25-34","Male","White",0
"2232","VT","35-44","Female","Black",0
"2233","VT","35-44","Female","Hispanic",0
"2234","VT","35-44","Female","Other or Unknown",0
"2235","VT","35-44","Female","White",0
"2236","VT","35-44","Male","Black",0
"2237","VT","35-44","Male","Hispanic",0
"2238","VT","35-44","Male","Other or Unknown",0
"2239","VT","35-44","Male","White",0
"2240","VT","45-54","Female","Black",0
"2241","VT","45-54","Female","Hispanic",0
"2242","VT","45-54","Female","Other or Unknown",0
"2243","VT","45-54","Female","White",0
"2244","VT","45-54","Male","Black",0
"2245","VT","45-54","Male","Hispanic",0
"2246","VT","45-54","Male","Other or Unknown",0
"2247","VT","45-54","Male","White",0
"2248","VT","55+","Female","Black",0
"2249","VT","55+","Female","Hispanic",0
"2250","VT","55+","Female","Other or Unknown",0
"2251","VT","55+","Female","White",0
"2252","VT","55+","Male","Black",0
"2253","VT","55+","Male","Hispanic",0
"2254","VT","55+","Male","Other or Unknown",0
"2255","VT","55+","Male","White",0
"2256","VT","Under 18","Female","Black",0
"2257","VT","Under 18","Female","Hispanic",0
"2258","VT","Under 18","Female","Other or Unknown",0
"2259","VT","Under 18","Female","White",0
"2260","VT","Under 18","Male","Black",0
"2261","VT","Under 18","Male","Hispanic",0
"2262","VT","Under 18","Male","Other or Unknown",0
"2263","VT","Under 18","Male","White",0
"2264","VT",NA,NA,NA,0
"2265","WA","18-24","Female","Black",9
"2266","WA","18-24","Female","Hispanic",21.8859392504116
"2267","WA","18-24","Female","Other or Unknown",0
"2268","WA","18-24","Female","White",70
"2269","WA","18-24","Male","Black",181
"2270","WA","18-24","Male","Hispanic",112.915196597185
"2271","WA","18-24","Male","Other or Unknown",4
"2272","WA","18-24","Male","White",599
"2273","WA","25-34","Female","Black",26
"2274","WA","25-34","Female","Hispanic",71.5056465224741
"2275","WA","25-34","Female","Other or Unknown",0
"2276","WA","25-34","Female","White",286
"2277","WA","25-34","Male","Black",380
"2278","WA","25-34","Male","Hispanic",388.718225268978
"2279","WA","25-34","Male","Other or Unknown",13
"2280","WA","25-34","Male","White",1860
"2281","WA","35-44","Female","Black",22
"2282","WA","35-44","Female","Hispanic",56.0064499789183
"2283","WA","35-44","Female","Other or Unknown",0
"2284","WA","35-44","Female","White",185
"2285","WA","35-44","Male","Black",265
"2286","WA","35-44","Male","Hispanic",353.57562562511
"2287","WA","35-44","Male","Other or Unknown",8
"2288","WA","35-44","Male","White",1308
"2289","WA","45-54","Female","Black",8
"2290","WA","45-54","Female","Hispanic",19.5896979907113
"2291","WA","45-54","Female","Other or Unknown",0
"2292","WA","45-54","Female","White",126
"2293","WA","45-54","Male","Black",222
"2294","WA","45-54","Male","Hispanic",170.718950855097
"2295","WA","45-54","Male","Other or Unknown",1
"2296","WA","45-54","Male","White",854
"2297","WA","55+","Female","Black",4
"2298","WA","55+","Female","Hispanic",0
"2299","WA","55+","Female","Other or Unknown",1
"2300","WA","55+","Female","White",42
"2301","WA","55+","Male","Black",86
"2302","WA","55+","Male","Hispanic",37
"2303","WA","55+","Male","Other or Unknown",1
"2304","WA","55+","Male","White",426
"2305","WA","Under 18","Female","Black",0
"2306","WA","Under 18","Female","Hispanic",0.563834381500262
"2307","WA","Under 18","Female","Other or Unknown",0
"2308","WA","Under 18","Female","White",0
"2309","WA","Under 18","Male","Black",0
"2310","WA","Under 18","Male","Hispanic",2.88320436842424
"2311","WA","Under 18","Male","Other or Unknown",0
"2312","WA","Under 18","Male","White",0
"2313","WI","18-24","Female","Black",23
"2314","WI","18-24","Female","Hispanic",24.7115679211676
"2315","WI","18-24","Female","Other or Unknown",0
"2316","WI","18-24","Female","White",64
"2317","WI","18-24","Male","Black",623
"2318","WI","18-24","Male","Hispanic",242.701873460835
"2319","WI","18-24","Male","Other or Unknown",0
"2320","WI","18-24","Male","White",497
"2321","WI","25-34","Female","Black",68
"2322","WI","25-34","Female","Hispanic",61.5809436881328
"2323","WI","25-34","Female","Other or Unknown",0
"2324","WI","25-34","Female","White",261
"2325","WI","25-34","Male","Black",1126
"2326","WI","25-34","Male","Hispanic",601.447988480829
"2327","WI","25-34","Male","Other or Unknown",0
"2328","WI","25-34","Male","White",1618
"2329","WI","35-44","Female","Black",43
"2330","WI","35-44","Female","Hispanic",44.8597553681676
"2331","WI","35-44","Female","Other or Unknown",0
"2332","WI","35-44","Female","White",139
"2333","WI","35-44","Male","Black",658
"2334","WI","35-44","Male","Hispanic",411.884485196698
"2335","WI","35-44","Male","Other or Unknown",1
"2336","WI","35-44","Male","White",913
"2337","WI","45-54","Female","Black",28
"2338","WI","45-54","Female","Hispanic",19.7531748631275
"2339","WI","45-54","Female","Other or Unknown",0
"2340","WI","45-54","Female","White",81
"2341","WI","45-54","Male","Black",442
"2342","WI","45-54","Male","Hispanic",172.374889769867
"2343","WI","45-54","Male","Other or Unknown",0
"2344","WI","45-54","Male","White",738
"2345","WI","55+","Female","Black",12
"2346","WI","55+","Female","Hispanic",2
"2347","WI","55+","Female","Other or Unknown",0
"2348","WI","55+","Female","White",27
"2349","WI","55+","Male","Black",176
"2350","WI","55+","Male","Hispanic",30
"2351","WI","55+","Male","Other or Unknown",0
"2352","WI","55+","Male","White",449
"2353","WI","Under 18","Female","Black",0
"2354","WI","Under 18","Female","Hispanic",0.533579754339882
"2355","WI","Under 18","Female","Other or Unknown",0
"2356","WI","Under 18","Female","White",0
"2357","WI","Under 18","Male","Black",0
"2358","WI","Under 18","Male","Hispanic",3.52176872058471
"2359","WI","Under 18","Male","Other or Unknown",0
"2360","WI","Under 18","Male","White",0
"2361","WV","18-24","Female","Black",5
"2362","WV","18-24","Female","Hispanic",8.7936714493229e-09
"2363","WV","18-24","Female","Other or Unknown",0
"2364","WV","18-24","Female","White",69
"2365","WV","18-24","Male","Black",71
"2366","WV","18-24","Male","Hispanic",2.00000003816453
"2367","WV","18-24","Male","Other or Unknown",6
"2368","WV","18-24","Male","White",351
"2369","WV","25-34","Female","Black",14
"2370","WV","25-34","Female","Hispanic",1.00000002190012
"2371","WV","25-34","Female","Other or Unknown",1
"2372","WV","25-34","Female","White",246
"2373","WV","25-34","Male","Black",160
"2374","WV","25-34","Male","Hispanic",2.00000009504653
"2375","WV","25-34","Male","Other or Unknown",4
"2376","WV","25-34","Male","White",886
"2377","WV","35-44","Female","Black",6
"2378","WV","35-44","Female","Hispanic",1.60744107412142e-08
"2379","WV","35-44","Female","Other or Unknown",1
"2380","WV","35-44","Female","White",141
"2381","WV","35-44","Male","Black",84
"2382","WV","35-44","Male","Hispanic",1.00000006976294
"2383","WV","35-44","Male","Other or Unknown",0
"2384","WV","35-44","Male","White",685
"2385","WV","45-54","Female","Black",6
"2386","WV","45-54","Female","Hispanic",6.26387017509e-09
"2387","WV","45-54","Female","Other or Unknown",0
"2388","WV","45-54","Female","White",66
"2389","WV","45-54","Male","Black",46
"2390","WV","45-54","Male","Hispanic",2.71851956769115e-08
"2391","WV","45-54","Male","Other or Unknown",0
"2392","WV","45-54","Male","White",299
"2393","WV","55+","Female","Black",1
"2394","WV","55+","Female","Hispanic",0
"2395","WV","55+","Female","Other or Unknown",0
"2396","WV","55+","Female","White",20
"2397","WV","55+","Male","Black",22
"2398","WV","55+","Male","Hispanic",0
"2399","WV","55+","Male","Other or Unknown",1
"2400","WV","55+","Male","White",187
"2401","WV","Under 18","Female","Black",0
"2402","WV","Under 18","Female","Hispanic",2.26546105516227e-10
"2403","WV","Under 18","Female","Other or Unknown",0
"2404","WV","Under 18","Female","White",0
"2405","WV","Under 18","Male","Black",0
"2406","WV","Under 18","Male","Hispanic",9.8321006600562e-10
"2407","WV","Under 18","Male","Other or Unknown",0
"2408","WV","Under 18","Male","White",2
"2409","WY","18-24","Female","Black",1
"2410","WY","18-24","Female","Hispanic",4.07328597392375
"2411","WY","18-24","Female","Other or Unknown",0
"2412","WY","18-24","Female","White",7
"2413","WY","18-24","Male","Black",7
"2414","WY","18-24","Male","Hispanic",59.0976918083856
"2415","WY","18-24","Male","Other or Unknown",0
"2416","WY","18-24","Male","White",133
"2417","WY","25-34","Female","Black",2
"2418","WY","25-34","Female","Hispanic",18.1442795275722
"2419","WY","25-34","Female","Other or Unknown",0
"2420","WY","25-34","Female","White",54
"2421","WY","25-34","Male","Black",16
"2422","WY","25-34","Male","Hispanic",89.5234451118763
"2423","WY","25-34","Male","Other or Unknown",0
"2424","WY","25-34","Male","White",270
"2425","WY","35-44","Female","Black",0
"2426","WY","35-44","Female","Hispanic",10.4457719041026
"2427","WY","35-44","Female","Other or Unknown",0
"2428","WY","35-44","Female","White",37
"2429","WY","35-44","Male","Black",16
"2430","WY","35-44","Male","Hispanic",72.2214756875591
"2431","WY","35-44","Male","Other or Unknown",0
"2432","WY","35-44","Male","White",130
"2433","WY","45-54","Female","Black",0
"2434","WY","45-54","Female","Hispanic",4.90146552253075
"2435","WY","45-54","Female","Other or Unknown",0
"2436","WY","45-54","Female","White",18
"2437","WY","45-54","Male","Black",8
"2438","WY","45-54","Male","Hispanic",34.4528483541544
"2439","WY","45-54","Male","Other or Unknown",0
"2440","WY","45-54","Male","White",100
"2441","WY","55+","Female","Black",0
"2442","WY","55+","Female","Hispanic",0
"2443","WY","55+","Female","Other or Unknown",0
"2444","WY","55+","Female","White",7
"2445","WY","55+","Male","Black",8
"2446","WY","55+","Male","Hispanic",5
"2447","WY","55+","Male","Other or Unknown",0
"2448","WY","55+","Male","White",59
"2449","WY","Under 18","Female","Black",0
"2450","WY","Under 18","Female","Hispanic",0.104937633770404
"2451","WY","Under 18","Female","Other or Unknown",0
"2452","WY","Under 18","Female","White",0
"2453","WY","Under 18","Male","Black",0
"2454","WY","Under 18","Male","Hispanic",0.595052038930421
"2455","WY","Under 18","Male","Other or Unknown",0
"2456","WY","Under 18","Male","White",0
"2457",NA,"55+","Female","Black",0
"2458",NA,"55+","Female","Hispanic",777.863391018895
"2459",NA,"55+","Female","Other or Unknown",0
"2460",NA,"55+","Female","White",0
"2461",NA,"55+","Male","Black",0
"2462",NA,"55+","Male","Hispanic",4557.21519467424
"2463",NA,"55+","Male","Other or Unknown",0
"2464",NA,"55+","Male","White",0
